"State","Year","Gender","Event","Mark","Mark.Note"
"Washington",1941,"Boys","Mile","4:30.4",NA
"Washington",1940,"Boys","Mile","4:30.6",NA
"Washington",1939,"Boys","Mile","4:27.5",NA
"Washington",1938,"Boys","Mile","4:29.9",NA
"Washington",1937,"Boys","Mile","4:36.2",NA
"Washington",1936,"Boys","Mile","4:32.2",NA
"Washington",1935,"Boys","Mile","4:37.7",NA
"Washington",1934,"Boys","Mile","4:40.8",NA
"Washington",1933,"Boys","Mile","4:30.0",NA
"Washington",1932,"Boys","Mile","4:41.1",NA
"Washington",1931,"Boys","Mile","4:36.6",NA
"Washington",1930,"Boys","Mile","4:39.4",NA
"Washington",1929,"Boys","Mile","4:36.2",NA
"Washington",1928,"Boys","Mile","4:35.8",NA
"Washington",1927,"Boys","Mile","4:40.6",NA
"Washington",1926,"Boys","Mile","4:30.8",NA
"Washington",1925,"Boys","Mile","4:36.0",NA
"Washington",1924,"Boys","Mile","4:40.0",NA
"Washington",2024,"Boys","1600m","4:07.90",NA
"Washington",2023,"Boys","1600m","4:07.75",NA
"Washington",2022,"Boys","1600m","4:07.65",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:12.69",NA
"Washington",2018,"Boys","1600m","4:08.52",NA
"Washington",2017,"Boys","1600m","4:15.94",NA
"Washington",2016,"Boys","1600m","4:07.69",NA
"Washington",2015,"Boys","1600m","4:15.26",NA
"Washington",2014,"Boys","1600m","4:07.73",NA
"Washington",2013,"Boys","1600m","4:14.60",NA
"Washington",2012,"Boys","1600m","4:04.77",NA
"Washington",2011,"Boys","1600m","4:12.27",NA
"Washington",2010,"Boys","1600m","4:12.96",NA
"Washington",2009,"Boys","1600m","4:15.55",NA
"Washington",2008,"Boys","1600m","4:18.64",NA
"Washington",2007,"Boys","1600m","4:13.45",NA
"Washington",2006,"Boys","1600m","4:17.33",NA
"Washington",2005,"Boys","1600m","4:15.10",NA
"Washington",2004,"Boys","1600m","4:14.31",NA
"Washington",2003,"Boys","1600m","4:14.93",NA
"Washington",2002,"Boys","1600m","4:14.23",NA
"Washington",2001,"Boys","1600m","4:18.99",NA
"Washington",2000,"Boys","1600m","4:16.31",NA
"Washington",1999,"Boys","1600m","4:09.88",NA
"Washington",1998,"Boys","1600m","4:13.19",NA
"Washington",1997,"Boys","1600m","4:15.35",NA
"Washington",1996,"Boys","1600m","4:10.10",NA
"Washington",1995,"Boys","1600m","4:14.50",NA
"Washington",1994,"Boys","1600m","4:21.64",NA
"Washington",1993,"Boys","1600m","4:13.44",NA
"Washington",1992,"Boys","1600m","4:16.10",NA
"Washington",1991,"Boys","1600m","4:13.14",NA
"Washington",1990,"Boys","1600m","4:14.36",NA
"Washington",1989,"Boys","1600m","4:18.54",NA
"Washington",1988,"Boys","1600m","4:09.28",NA
"Washington",1987,"Boys","1600m","4:14.17",NA
"Washington",1986,"Boys","1600m","4:10.60",NA
"Washington",1985,"Boys","1600m","4:15.29",NA
"Washington",1984,"Boys","1600m","4:15.95",NA
"Washington",1983,"Boys","1600m","4:10.89",NA
"Washington",1982,"Boys","1600m","4:13.17",NA
"Washington",1981,"Boys","1600m","4:20.4",NA
"Washington",1980,"Boys","Mile","4:15.62",NA
"Washington",1979,"Boys","Mile","4:21.2",NA
"Washington",1978,"Boys","Mile","4:18.0",NA
"Washington",1977,"Boys","Mile","4:21.7",NA
"Washington",1976,"Boys","Mile","4:24.6",NA
"Washington",1975,"Boys","Mile","4:22.7",NA
"Washington",1974,"Boys","Mile","4:20.2",NA
"Washington",1973,"Boys","Mile","4:22.1",NA
"Washington",2024,"Boys","1600m","4:10.62",NA
"Washington",2023,"Boys","1600m","4:13.64",NA
"Washington",2022,"Boys","1600m","4:08.89",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:18.39",NA
"Washington",2018,"Boys","1600m","4:18.80",NA
"Washington",2017,"Boys","1600m","4:16.30",NA
"Washington",2016,"Boys","1600m","4:17.32",NA
"Washington",2015,"Boys","1600m","4:12.36",NA
"Washington",2014,"Boys","1600m","4:15.96",NA
"Washington",2013,"Boys","1600m","4:11.85",NA
"Washington",2012,"Boys","1600m","4:10.79",NA
"Washington",2011,"Boys","1600m","4:17.38",NA
"Washington",2010,"Boys","1600m","4:20.94",NA
"Washington",2009,"Boys","1600m","4:20.72",NA
"Washington",2008,"Boys","1600m","4:19.57",NA
"Washington",2007,"Boys","1600m","4:15.70",NA
"Washington",2006,"Boys","1600m","4:31.00",NA
"Washington",2005,"Boys","1600m","4:26.14",NA
"Washington",2004,"Boys","1600m","4:19.17",NA
"Washington",2003,"Boys","1600m","4:25.95",NA
"Washington",2002,"Boys","1600m","4:17.51",NA
"Washington",2001,"Boys","1600m","4:18.66",NA
"Washington",2000,"Boys","1600m","4:17.30",NA
"Washington",1999,"Boys","1600m","4:19.01",NA
"Washington",1998,"Boys","1600m","4:19.42",NA
"Washington",2024,"Boys","1600m","4:20.63",NA
"Washington",2023,"Boys","1600m","4:14.71",NA
"Washington",2022,"Boys","1600m","4:14.01",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:24.19",NA
"Washington",2018,"Boys","1600m","4:16.89",NA
"Washington",2017,"Boys","1600m","4:15.97",NA
"Washington",2016,"Boys","1600m","4:20.65",NA
"Washington",2015,"Boys","1600m","4:22.60",NA
"Washington",2014,"Boys","1600m","4:25.55",NA
"Washington",2013,"Boys","1600m","4:25.98",NA
"Washington",2012,"Boys","1600m","4:28.84",NA
"Washington",2011,"Boys","1600m","4:18.61",NA
"Washington",2010,"Boys","1600m","4:24.54",NA
"Washington",2009,"Boys","1600m","4:21.79",NA
"Washington",2008,"Boys","1600m","4:21.89",NA
"Washington",2007,"Boys","1600m","4:21.51",NA
"Washington",2006,"Boys","1600m","4:17.84",NA
"Washington",2005,"Boys","1600m","4:21.29",NA
"Washington",2004,"Boys","1600m","4:12.38",NA
"Washington",2003,"Boys","1600m","4:25.37",NA
"Washington",2002,"Boys","1600m","4:24.85",NA
"Washington",2001,"Boys","1600m","4:21.76",NA
"Washington",2000,"Boys","1600m","4:26.62",NA
"Washington",1999,"Boys","1600m","4:16.29",NA
"Washington",1998,"Boys","1600m","4:24.14",NA
"Washington",1997,"Boys","1600m","4:20.47",NA
"Washington",1996,"Boys","1600m","4:26.73",NA
"Washington",1995,"Boys","1600m","4:21.68",NA
"Washington",1994,"Boys","1600m","4:20.03",NA
"Washington",1993,"Boys","1600m","4:18.3",NA
"Washington",1992,"Boys","1600m","4:20.8",NA
"Washington",1991,"Boys","1600m","4:19.3",NA
"Washington",1990,"Boys","1600m","4:20.2",NA
"Washington",1989,"Boys","1600m","4:19.0",NA
"Washington",1988,"Boys","1600m","4:21.4",NA
"Washington",1987,"Boys","1600m","4:15.6",NA
"Washington",1986,"Boys","1600m","4:15.9",NA
"Washington",1985,"Boys","1600m","4:18.7",NA
"Washington",1984,"Boys","1600m","4:17.2",NA
"Washington",1983,"Boys","1600m","4:15.6",NA
"Washington",1982,"Boys","1600m","4:16.1",NA
"Washington",1981,"Boys","1600m","4:21.8",NA
"Washington",1980,"Boys","Mile","4:18.7",NA
"Washington",1979,"Boys","Mile","4:27.6",NA
"Washington",1978,"Boys","Mile","4:24.8",NA
"Washington",1977,"Boys","Mile","4:19.5",NA
"Washington",1976,"Boys","Mile","4:25.5",NA
"Washington",1975,"Boys","Mile","4:30.3",NA
"Washington",1974,"Boys","Mile","4:24.5",NA
"Washington",1973,"Boys","Mile","4:25.3",NA
"Washington",1972,"Boys","Mile","4:28.3",NA
"Washington",1971,"Boys","Mile","4:19.2",NA
"Washington",1970,"Boys","Mile","4:22.8",NA
"Washington",1969,"Boys","Mile","4:17.2",NA
"Washington",1968,"Boys","Mile","4:35.5",NA
"Washington",1967,"Boys","Mile","4:18.1",NA
"Washington",1966,"Boys","Mile","4:17.9",NA
"Washington",1965,"Boys","Mile","4:37.4",NA
"Washington",1964,"Boys","Mile","4:24.0",NA
"Washington",1963,"Boys","Mile","4:42.1",NA
"Washington",2024,"Boys","1600m","4:22.22",NA
"Washington",2023,"Boys","1600m","4:24.39",NA
"Washington",2022,"Boys","1600m","4:28.97",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:15.07",NA
"Washington",2018,"Boys","1600m","4:17.31",NA
"Washington",2017,"Boys","1600m","4:23.34",NA
"Washington",2016,"Boys","1600m","4:21.41",NA
"Washington",2015,"Boys","1600m","4:21.19",NA
"Washington",2014,"Boys","1600m","4:19.88",NA
"Washington",2013,"Boys","1600m","4:24.34",NA
"Washington",2012,"Boys","1600m","4:34.83",NA
"Washington",2011,"Boys","1600m","4:25.87",NA
"Washington",2010,"Boys","1600m","4:25.77",NA
"Washington",2009,"Boys","1600m","4:25.66",NA
"Washington",2008,"Boys","1600m","4:28.9","h"
"Washington",2007,"Boys","1600m","4:30.0",NA
"Washington",2006,"Boys","1600m","4:32.25",NA
"Washington",2005,"Boys","1600m","4:28.71",NA
"Washington",2004,"Boys","1600m","4:26.31",NA
"Washington",2003,"Boys","1600m","4:34.03",NA
"Washington",2002,"Boys","1600m","4:24.61",NA
"Washington",2001,"Boys","1600m","4:26.02",NA
"Washington",2000,"Boys","1600m","4:18.85",NA
"Washington",1999,"Boys","1600m","4:20.11",NA
"Washington",1998,"Boys","1600m","4:28.44",NA
"Washington",1997,"Boys","1600m","4:23.80",NA
"Washington",1996,"Boys","1600m","4:22.68",NA
"Washington",1995,"Boys","1600m","4:24.20",NA
"Washington",1994,"Boys","1600m","4:22.67",NA
"Washington",1993,"Boys","1600m","4:20.6",NA
"Washington",1992,"Boys","1600m","4:20.7",NA
"Washington",1991,"Boys","1600m","4:26.7",NA
"Washington",1990,"Boys","1600m","4:29.3",NA
"Washington",1989,"Boys","1600m","4:18.3",NA
"Washington",1988,"Boys","1600m","4:24.8",NA
"Washington",1987,"Boys","1600m","4:26.9",NA
"Washington",1986,"Boys","1600m","4:27.6",NA
"Washington",1985,"Boys","1600m","4:32.2",NA
"Washington",1984,"Boys","1600m","4:21.6",NA
"Washington",2024,"Boys","1600m","4:26.05",NA
"Washington",2023,"Boys","1600m","4:38.88",NA
"Washington",2022,"Boys","1600m","4:32.75",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:29.69",NA
"Washington",2018,"Boys","1600m","4:36.52",NA
"Washington",2017,"Boys","1600m","4:39.17",NA
"Washington",2016,"Boys","1600m","4:28.71",NA
"Washington",2015,"Boys","1600m","4:28.84",NA
"Washington",2014,"Boys","1600m","4:31.07",NA
"Washington",2013,"Boys","1600m","4:30.95",NA
"Washington",2012,"Boys","1600m","4:41.34",NA
"Washington",2011,"Boys","1600m","4:44.89",NA
"Washington",2010,"Boys","1600m","4:39.63",NA
"Washington",2009,"Boys","1600m","4:39.40",NA
"Washington",2008,"Boys","1600m","4:30.94",NA
"Washington",2007,"Boys","1600m","4:35.00",NA
"Washington",2024,"Boys","800m","1:55.71",NA
"Washington",2023,"Boys","800m","1:53.65",NA
"Washington",2022,"Boys","800m","1:52.27",NA
"Washington",2021,"Boys","800m",NA,NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","1:52.07",NA
"Washington",2018,"Boys","800m","1:51.02",NA
"Washington",2017,"Boys","800m","1:53.46",NA
"Washington",2016,"Boys","800m","1:55.36",NA
"Washington",2015,"Boys","800m","1:53.05",NA
"Washington",2014,"Boys","800m","1:51.75",NA
"Washington",2013,"Boys","800m","1:51.82",NA
"Washington",2012,"Boys","800m","1:49.87",NA
"Washington",2011,"Boys","800m","1:50.06",NA
"Washington",2010,"Boys","800m","1:54.27",NA
"Washington",2009,"Boys","800m","1:52.57",NA
"Washington",2008,"Boys","800m","1:54.21",NA
"Washington",2007,"Boys","800m","1:54.36",NA
"Washington",2006,"Boys","800m","1:54.55",NA
"Washington",2005,"Boys","800m","1:54.95",NA
"Washington",2004,"Boys","800m","1:50.43",NA
"Washington",2003,"Boys","800m","1:51.46",NA
"Washington",2002,"Boys","800m","1:50.50",NA
"Washington",2001,"Boys","800m","1:51.26",NA
"Washington",2000,"Boys","800m","1:52.35",NA
"Washington",1999,"Boys","800m","1:53.36",NA
"Washington",1998,"Boys","800m","1:53.62",NA
"Washington",1997,"Boys","800m","1:55.54",NA
"Washington",1996,"Boys","800m","1:54.42",NA
"Washington",1995,"Boys","800m","1:53.39",NA
"Washington",1994,"Boys","800m","1:53.65",NA
"Washington",1993,"Boys","800m","1:52.51",NA
"Washington",1992,"Boys","800m","1:54.43",NA
"Washington",1991,"Boys","800m","1:52.84",NA
"Washington",1990,"Boys","800m","1:52.69",NA
"Washington",1989,"Boys","800m","1:52.04",NA
"Washington",1988,"Boys","800m","1:52.44",NA
"Washington",1987,"Boys","800m","1:53.10",NA
"Washington",1986,"Boys","800m","1:53.05",NA
"Washington",1985,"Boys","800m","1:51.53",NA
"Washington",1984,"Boys","800m","1:52.02",NA
"Washington",1983,"Boys","800m","1:52.71",NA
"Washington",1982,"Boys","800m","1:53.58",NA
"Washington",1981,"Boys","800m","1:54.49",NA
"Washington",1980,"Boys","880y","1:52.6",NA
"Washington",1979,"Boys","880y","1:57.0",NA
"Washington",1978,"Boys","880y","1:53.4",NA
"Washington",1977,"Boys","880y","1:53.9",NA
"Washington",1976,"Boys","880y","1:53.2",NA
"Washington",1975,"Boys","880y","1:52.6",NA
"Washington",1974,"Boys","880y","1:54.2",NA
"Washington",1973,"Boys","880y","1:53.3",NA
"Washington",1972,"Boys","880y","1:53.0",NA
"Washington",1971,"Boys","880y","1:56.2",NA
"Washington",1970,"Boys","880y","1:53.9",NA
"Washington",1969,"Boys","880y","1:54.0",NA
"Washington",1968,"Boys","880y","1:53.8",NA
"Washington",1967,"Boys","880y","1:51.9",NA
"Washington",1966,"Boys","880y","1:51.4",NA
"Washington",1965,"Boys","880y","1:54.2",NA
"Washington",1964,"Boys","880y","1:55.0",NA
"Washington",1963,"Boys","880y","1:53.9",NA
"Washington",1962,"Boys","880y","1:53.1",NA
"Washington",1961,"Boys","880y","1:55.2",NA
"Washington",1960,"Boys","880y","1:57.1",NA
"Washington",1959,"Boys","880y","1:55.9",NA
"Washington",1958,"Boys","880y","1:56.4",NA
"Washington",1957,"Boys","880y","2:00.2",NA
"Washington",1956,"Boys","880y","1:58.3",NA
"Washington",1955,"Boys","880y","1:59.2",NA
"Washington",1954,"Boys","880y","1:58.9",NA
"Washington",1953,"Boys","880y","1:59.1",NA
"Washington",1952,"Boys","880y","1:57.6",NA
"Washington",1951,"Boys","880y","2:00.0",NA
"Washington",1950,"Boys","880y","2:01.6",NA
"Washington",1949,"Boys","880y","1:58.8",NA
"Washington",1948,"Boys","880y","2:02.9",NA
"Washington",1947,"Boys","880y","1:58.1",NA
"Washington",1946,"Boys","880y","2:01.2",NA
"Washington",1945,"Boys","880y","2:01.4",NA
"Washington",1944,"Boys","880y","1:57.7",NA
"Washington",1943,"Boys","880y",NA,NA
"Washington",1942,"Boys","880y","2:01.5",NA
"Washington",1941,"Boys","880y","1:59.3",NA
"Washington",1940,"Boys","880y","2:02.5",NA
"Washington",1939,"Boys","880y","2:02.0",NA
"Washington",1938,"Boys","880y","1:59.6",NA
"Washington",1937,"Boys","880y","2:02.0",NA
"Washington",1936,"Boys","880y","2:00.3",NA
"Washington",1935,"Boys","880y","2:02.1",NA
"Washington",1934,"Boys","880y","2:02.4",NA
"Washington",1933,"Boys","880y","2:03.4",NA
"Washington",1932,"Boys","880y","2:03.5",NA
"Washington",1931,"Boys","880y","1:58.0",NA
"Washington",1930,"Boys","880y","2:00.1",NA
"Washington",1929,"Boys","880y","1:58.5",NA
"Washington",1928,"Boys","880y","2:02.1",NA
"Washington",1927,"Boys","880y","2:04.6",NA
"Washington",1926,"Boys","880y","1:56.8",NA
"Washington",1925,"Boys","880y","1:59.7",NA
"Washington",1924,"Boys","880y","1:59.5",NA
"Washington",2024,"Boys","800m","1:52.33",NA
"Washington",2023,"Boys","800m","1:51.67",NA
"Washington",2022,"Boys","800m","1:52.78",NA
"Washington",2021,"Boys","800m",NA,NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","1:53.40",NA
"Washington",2018,"Boys","800m","1:51.51",NA
"Washington",2017,"Boys","800m","1:53.59",NA
"Washington",2016,"Boys","800m","1:53.62",NA
"Washington",2015,"Boys","800m","1:52.61",NA
"Washington",2014,"Boys","800m","1:54.44",NA
"Washington",2013,"Boys","800m","1:53.58",NA
"Washington",2012,"Boys","800m","1:50.56",NA
"Washington",2011,"Boys","800m","1:54.55",NA
"Washington",2010,"Boys","800m","1:53.69",NA
"Washington",2009,"Boys","800m","1:54.12",NA
"Washington",2008,"Boys","800m","1:55.68",NA
"Washington",2007,"Boys","800m","1:54.78",NA
"Washington",2006,"Boys","800m","1:52.01",NA
"Washington",2005,"Boys","800m","1:53.48",NA
"Washington",2004,"Boys","800m","1:54.89",NA
"Washington",2003,"Boys","800m","1:56.28",NA
"Washington",2002,"Boys","800m","1:55.30",NA
"Washington",2001,"Boys","800m","1:54.5","h"
"Washington",2000,"Boys","800m","1:53.56",NA
"Washington",1999,"Boys","800m","1:53.52",NA
"Washington",1998,"Boys","800m","1:52.79",NA
"Washington",1997,"Boys","800m","1:50.96",NA
"Washington",1996,"Boys","800m","1:52.22",NA
"Washington",1995,"Boys","800m","1:53.4",NA
"Washington",1994,"Boys","800m","1:54.75",NA
"Washington",1993,"Boys","800m","1:54.18",NA
"Washington",1992,"Boys","800m","1:52.16",NA
"Washington",1991,"Boys","800m","1:52.11",NA
"Washington",1990,"Boys","800m","1:53.52",NA
"Washington",1989,"Boys","800m","1:54.97",NA
"Washington",1988,"Boys","800m","1:53.01",NA
"Washington",1987,"Boys","800m","1:54.97",NA
"Washington",1986,"Boys","800m","1:55.96",NA
"Washington",1985,"Boys","800m","1:52.21",NA
"Washington",1984,"Boys","800m","1:53.03",NA
"Washington",1983,"Boys","800m","1:53.95",NA
"Washington",1982,"Boys","800m","1:53.07",NA
"Washington",1981,"Boys","800m","1:54.9",NA
"Washington",1980,"Boys","880y","1:55.96",NA
"Washington",1979,"Boys","880y","1:55.0",NA
"Washington",1978,"Boys","880y","1:54.5",NA
"Washington",1977,"Boys","880y","1:57.9",NA
"Washington",1976,"Boys","880y","1:54.4",NA
"Washington",1975,"Boys","880y","1:55.7",NA
"Washington",1974,"Boys","880y","1:53.9",NA
"Washington",1973,"Boys","880y","1:54.3",NA
"Washington",2024,"Boys","800m","1:54.10",NA
"Washington",2023,"Boys","800m","1:54.59",NA
"Washington",2022,"Boys","800m","1:54.11",NA
"Washington",2021,"Boys","800m","1:54.11",NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","1:55.94",NA
"Washington",2018,"Boys","800m","1:53.91",NA
"Washington",2017,"Boys","800m","1:52.16",NA
"Washington",2016,"Boys","800m","1:55.47",NA
"Washington",2015,"Boys","800m","1:54.96",NA
"Washington",2014,"Boys","800m","1:54.53",NA
"Washington",2013,"Boys","800m","1:52.39",NA
"Washington",2012,"Boys","800m","1:52.84",NA
"Washington",2011,"Boys","800m","1:54.83",NA
"Washington",2010,"Boys","800m","1:54.92",NA
"Washington",2009,"Boys","800m","1:55.88",NA
"Washington",2008,"Boys","800m","1:52.53",NA
"Washington",2007,"Boys","800m","1:52.65",NA
"Washington",2006,"Boys","800m","1:58.28",NA
"Washington",2005,"Boys","800m","1:56.35",NA
"Washington",2004,"Boys","800m","1:56.64",NA
"Washington",2003,"Boys","800m","1:54.3","h"
"Washington",2002,"Boys","800m","1:55.48",NA
"Washington",2001,"Boys","800m","1:55.71",NA
"Washington",2000,"Boys","800m","1:58.67",NA
"Washington",1999,"Boys","800m","1:55.72",NA
"Washington",1998,"Boys","800m","1:54.41",NA
"Washington",2024,"Boys","800m","1:54.71",NA
"Washington",2023,"Boys","800m","1:52.76",NA
"Washington",2022,"Boys","800m","1:52.78",NA
"Washington",2021,"Boys","800m",NA,NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","1:56.71",NA
"Washington",2018,"Boys","800m","1:58.85",NA
"Washington",2017,"Boys","800m","1:53.89",NA
"Washington",2016,"Boys","800m","1:56.68",NA
"Washington",2015,"Boys","800m","1:56.03",NA
"Washington",2014,"Boys","800m","1:57.55",NA
"Washington",2013,"Boys","800m","1:58.56",NA
"Washington",2012,"Boys","800m","1:59.44",NA
"Washington",2011,"Boys","800m","1:56.87",NA
"Washington",2010,"Boys","800m","1:58.26",NA
"Washington",2009,"Boys","800m","1:55.82",NA
"Washington",2008,"Boys","800m","1:54.56",NA
"Washington",2007,"Boys","800m","1:56.34",NA
"Washington",2006,"Boys","800m","1:59.22",NA
"Washington",2005,"Boys","800m","1:59.98",NA
"Washington",2004,"Boys","800m","1:53.64",NA
"Washington",2003,"Boys","800m","1:55.19",NA
"Washington",2002,"Boys","800m","1:55.58",NA
"Washington",2001,"Boys","800m","1:57.30",NA
"Washington",2000,"Boys","800m","1:57.01",NA
"Washington",1999,"Boys","800m","1:56.08",NA
"Washington",1998,"Boys","800m","1:57.78",NA
"Washington",1997,"Boys","800m","1:56.7",NA
"Washington",1996,"Boys","800m","1:58.63",NA
"Washington",1995,"Boys","800m","1:57.60",NA
"Washington",1994,"Boys","800m","1:56.8",NA
"Washington",1993,"Boys","800m","1:54.8",NA
"Washington",1992,"Boys","800m","1:55.8",NA
"Washington",1991,"Boys","800m","1:58.8",NA
"Washington",1990,"Boys","800m","1:56.0",NA
"Washington",1989,"Boys","800m","1:58.0",NA
"Washington",1988,"Boys","800m","1:56.1",NA
"Washington",1987,"Boys","800m","1:56.3",NA
"Washington",1986,"Boys","800m","1:57.9",NA
"Washington",1985,"Boys","800m","1:58.0",NA
"Washington",1984,"Boys","800m","1:59.0",NA
"Washington",1983,"Boys","800m","1:53.8",NA
"Washington",1982,"Boys","800m","1:55.3",NA
"Washington",1981,"Boys","800m","1:57.5",NA
"Washington",1980,"Boys","880y","1:55.4",NA
"Washington",1979,"Boys","880y","2:01.4",NA
"Washington",1978,"Boys","880y","1:58.4",NA
"Washington",1977,"Boys","880y","1:58.3",NA
"Washington",1976,"Boys","880y","1:58.5",NA
"Washington",1975,"Boys","880y","1:59.9",NA
"Washington",1974,"Boys","880y","1:57.8",NA
"Washington",1973,"Boys","880y","1:59.5",NA
"Washington",1972,"Boys","880y","1:52.8",NA
"Washington",1971,"Boys","880y","1:57.5",NA
"Washington",1970,"Boys","880y","1:57.8",NA
"Washington",1969,"Boys","880y","1:56.2",NA
"Washington",1968,"Boys","880y","2:02.5",NA
"Washington",1967,"Boys","880y","1:58.7",NA
"Washington",1966,"Boys","880y","1:58.1",NA
"Washington",1965,"Boys","880y","2:05.2",NA
"Washington",1964,"Boys","880y","1:55.5",NA
"Washington",1963,"Boys","880y","1:57.2",NA
"Washington",2024,"Boys","800m","1:53.37",NA
"Washington",2023,"Boys","800m","1:57.60",NA
"Washington",2022,"Boys","800m","2:00.21",NA
"Washington",2021,"Boys","800m",NA,NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","1:54.57",NA
"Washington",2018,"Boys","800m","1:58.40",NA
"Washington",2017,"Boys","800m","1:59.79",NA
"Washington",2016,"Boys","800m","1:56.07",NA
"Washington",2015,"Boys","800m","1:58.36",NA
"Washington",2014,"Boys","800m","1:56.37",NA
"Washington",2013,"Boys","800m","1:56.64",NA
"Washington",2012,"Boys","800m","1:58.76",NA
"Washington",2011,"Boys","800m","1:57.99",NA
"Washington",2010,"Boys","800m","1:58.26",NA
"Washington",2009,"Boys","800m","1:57.12",NA
"Washington",2008,"Boys","800m","1:58.46",NA
"Washington",2007,"Boys","800m","2:01.4",NA
"Washington",2006,"Boys","800m","1:59.14",NA
"Washington",2005,"Boys","800m","1:57.54",NA
"Washington",2004,"Boys","800m","1:57.57",NA
"Washington",2003,"Boys","800m","1:58.82",NA
"Washington",2002,"Boys","800m","1:59.23",NA
"Washington",2001,"Boys","800m","2:01.21",NA
"Washington",2000,"Boys","800m","1:57.76",NA
"Washington",1999,"Boys","800m","1:56.2",NA
"Washington",1998,"Boys","800m","1:59.06",NA
"Washington",1997,"Boys","800m","1:56.05",NA
"Washington",1996,"Boys","800m","1:55.57",NA
"Washington",1995,"Boys","800m","1:59.20",NA
"Washington",1994,"Boys","800m","1:58.79",NA
"Washington",1993,"Boys","800m","1:57.6",NA
"Washington",1992,"Boys","800m","1:57.4",NA
"Washington",1991,"Boys","800m","2:01.8",NA
"Washington",1990,"Boys","800m","1:59.4",NA
"Washington",1989,"Boys","800m","2:00.9",NA
"Washington",1988,"Boys","800m","2:00.6",NA
"Washington",1987,"Boys","800m","2:02.2",NA
"Washington",1986,"Boys","800m","1:57.6",NA
"Washington",1985,"Boys","800m","1:59.1",NA
"Washington",1984,"Boys","800m","1:58.1",NA
"Washington",2024,"Boys","800m","2:01.54",NA
"Washington",2023,"Boys","800m","2:00.73",NA
"Washington",2022,"Boys","800m","2:02.94",NA
"Washington",2021,"Boys","800m",NA,NA
"Washington",2020,"Boys","800m",NA,NA
"Washington",2019,"Boys","800m","2:01.31",NA
"Washington",2018,"Boys","800m","2:01.11",NA
"Washington",2017,"Boys","800m","2:02.75",NA
"Washington",2016,"Boys","800m","2:00.13",NA
"Washington",2015,"Boys","800m","2:00.95",NA
"Washington",2014,"Boys","800m","1:57.97",NA
"Washington",2013,"Boys","800m","1:59.65",NA
"Washington",2012,"Boys","800m","2:01.91",NA
"Washington",2011,"Boys","800m","2:02.26",NA
"Washington",2010,"Boys","800m","2:03.26",NA
"Washington",2009,"Boys","800m","2:02.29",NA
"Washington",2008,"Boys","800m","1:56.70",NA
"Washington",2007,"Boys","800m","1:57.4",NA
"Washington",2024,"Boys","100m","11.00",NA
"Washington",2023,"Boys","100m","10.80",NA
"Washington",2022,"Boys","100m","10.81","w"
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","11.03",NA
"Washington",2018,"Boys","100m","10.93",NA
"Washington",2017,"Boys","100m","10.46","w"
"Washington",2016,"Boys","100m","11.38",NA
"Washington",2015,"Boys","100m","10.80",NA
"Washington",2014,"Boys","100m","10.76",NA
"Washington",2013,"Boys","100m","10.71",NA
"Washington",2012,"Boys","100m","10.82",NA
"Washington",2011,"Boys","100m","10.74",NA
"Washington",2010,"Boys","100m","11.28",NA
"Washington",2009,"Boys","100m","10.81",NA
"Washington",2008,"Boys","100m","10.82",NA
"Washington",2007,"Boys","100m","11.09",NA
"Washington",2006,"Boys","100m","10.95",NA
"Washington",2005,"Boys","100m","11.06",NA
"Washington",2004,"Boys","100m","11.00",NA
"Washington",2003,"Boys","100m","10.74",NA
"Washington",2002,"Boys","100m","10.93",NA
"Washington",2001,"Boys","100m","10.85",NA
"Washington",2000,"Boys","100m","10.43",NA
"Washington",1999,"Boys","100m","10.74",NA
"Washington",1998,"Boys","100m","10.75",NA
"Washington",1997,"Boys","100m","10.83",NA
"Washington",1996,"Boys","100m","10.96",NA
"Washington",1995,"Boys","100m","10.66",NA
"Washington",1994,"Boys","100m","10.94",NA
"Washington",1993,"Boys","100m","11.06",NA
"Washington",1992,"Boys","100m","11.00",NA
"Washington",1991,"Boys","100m","10.73",NA
"Washington",1990,"Boys","100m","10.3",NA
"Washington",1989,"Boys","100m","10.90",NA
