"Year","Gender","Class","Name","Mark","Event","State"
1980,"Girls","A","Ann Edmunds       Lincoln East      ","2;17.4","800m","Nebraska"
1980,"Girls","A","Ann Edmunds       Lincoln East     ","5:13.4","1600m","Nebraska"
1980,"Girls","A","Deb Freeman        Lincoln Northeast   ","5-07","High Jump","Nebraska"
1981,"Girls","A","Donna King          Omaha Bryan        ","12.09","100m","Nebraska"
1981,"Girls","A","Wanda Hartso      Omaha Central       ","2:13.36","800m","Nebraska"
1981,"Girls","A","Jenny Stricker      Lincoln Southeast  ","5:00.23","1600m","Nebraska"
1981,"Girls","A","Kristi Newcomb         Omaha Westside      ","5-04","High Jump","Nebraska"
1981,"Girls","A","Charlotte Harrington   Lincoln High        ","5-02","High Jump","Nebraska"
1982,"Girls","A","Donna King          Omaha Bryan        ","12.03","100m","Nebraska"
1982,"Girls","A","Carol Nunnally       Lincoln High        ","2:15.51","800m","Nebraska"
1982,"Girls","A","Carol Nunnally      Lincoln High       ","5:06.08","1600m","Nebraska"
1982,"Girls","A","Kris Pilgrim      Bellevue West       ","5-05","High Jump","Nebraska"
1983,"Girls","A","Kathy Harris        Omaha Central      ","12.42","100m","Nebraska"
1983,"Girls","A","Zel Fowler          Bellevue West       ","2:14.99","800m","Nebraska"
1983,"Girls","A","Carol Nunnally      Lincoln High       ","5:00.61","1600m","Nebraska"
1983,"Girls","A","Tammy Thurman     Fremont             ","5-09","High Jump","Nebraska"
1983,"Girls","A","Robyn Elefsrud    Lincoln East        ","5-04","High Jump","Nebraska"
1984,"Girls","A","Roxanne Reynolds    Omaha Bryan        ","12.31","100m","Nebraska"
1984,"Girls","A","Shona Jones        Hastings            ","2:17.63","800m","Nebraska"
1984,"Girls","A","Pam Willey          Lincoln East       ","4:59.54","1600m","Nebraska"
1984,"Girls","A","Paula Brown       Fremont             ","5-07","High Jump","Nebraska"
1984,"Girls","A","Kathy Meyer       Norfolk             ","5-02","High Jump","Nebraska"
1984,"Girls","A","Tabby Whitemon    Omaha Central       ","5-02","High Jump","Nebraska"
1985,"Girls","A","Mallery Ivy         Omaha Central      ","12.11","100m","Nebraska"
1985,"Girls","A","Jodi Stineman       Lincoln Southeast   ","2:17.61","800m","Nebraska"
1985,"Girls","A","Shona Jones         Hastings           ","5:05.59","1600m","Nebraska"
1985,"Girls","A","Meredy Porter       Bellevue West       ","5-09","High Jump","Nebraska"
1986,"Girls","A","Mallery Ivy         Omaha Central       ","12.09","100m","Nebraska"
1986,"Girls","A","Crystal Roberson      Omaha Burke         ","2:17.62","800m","Nebraska"
1986,"Girls","A","Shona Jones         Hastings           ","5:07.38","1600m","Nebraska"
1986,"Girls","A","Kim Oden            Grand Island          ","5-07","High Jump","Nebraska"
1987,"Girls","A","Mallery Ivy         Omaha Central      ","12.04","100m","Nebraska"
1987,"Girls","A","Jodi Stineman      Lincoln Southeast    ","2:16.96","800m","Nebraska"
1987,"Girls","A","Christie Heimes     Scottsbluff       ","5:10.69","1600m","Nebraska"
1987,"Girls","A","Meredy Porter      Bellevue West          ","5-11","High Jump","Nebraska"
1988,"Girls","A","Mallery Ivy         Omaha Central       ","12.02","100m","Nebraska"
1988,"Girls","A","Jodi Stineman       Lincoln Southeast   ","2:19.75","800m","Nebraska"
1988,"Girls","A","Tanya Vaughn        Scottsbluff        ","5:21.00","1600m","Nebraska"
1988,"Girls","A","Brenda Wattier    Norfolk               ","5-08","High Jump","Nebraska"
1989,"Girls","A","Tresa Watson       Omaha Central       ","12.48","100m","Nebraska"
1989,"Girls","A","Tina Dickmeyer        Fremont             ","2:19.31","800m","Nebraska"
1989,"Girls","A","Kelly Mendenhall   Fremont            ","5:19.84","1600m","Nebraska"
1989,"Girls","A","Jenny Bramer        Millard South         ","5-07","High Jump","Nebraska"
1980,"Girls","B","Ann Polak            David City Aquinas  ","12.3","100m","Nebraska"
1980,"Girls","B","Carol Nunnally   McCook               ","2:13.8","800m","Nebraska"
1980,"Girls","B","Carol Nunnally       McCook              ","5:09.7","1600m","Nebraska"
1980,"Girls","B","Sue Lind             Albion              ","5-09","High Jump","Nebraska"
1981,"Girls","B","Anita Steffen        Gordon           ","12.67","100m","Nebraska"
1981,"Girls","B","Carol Nunnally      McCook           ","2;16.33","800m","Nebraska"
1981,"Girls","B","Carol Nunnally       McCook           ","5:05.55","1600m","Nebraska"
1981,"Girls","B","Sue Lind          Albion              ","5-10","High Jump","Nebraska"
1981,"Girls","B","Laura Frisch      Adams Central       ","5-02","High Jump","Nebraska"
1982,"Girls","B","Brenda Peterson     Gothenburg       ","12.49","100m","Nebraska"
1982,"Girls","B","Jill Noel           Lincoln Pius X    ","2:18.36","800m","Nebraska"
1982,"Girls","B","Jill Noel           Lincoln Pius X     ","5:05.49","1600m","Nebraska"
1982,"Girls","B","Kristi Ridenour   Alliance            ","5-02","High Jump","Nebraska"
1982,"Girls","B","Wendy Schroeder   Lexington           ","5-02","High Jump","Nebraska"
1982,"Girls","B","Kelle Hart        Fairbury            ","5-02","High Jump","Nebraska"
1983,"Girls","S","Brenda Peterson       Gothenburg        ","12.65","100m","Nebraska"
1983,"Girls","S","Janice Moreau      McCook              ","2:16.76","800m","Nebraska"
1983,"Girls","S","Jill Noel             Lincoln Pius X    ","5:02.01","1600m","Nebraska"
1983,"Girls","S","Ellen Johnson       Kimball            ","5-05","High Jump","Nebraska"
1984,"Girls","B","Brenda Peterson     Gothenburg       ","12.64","100m","Nebraska"
1984,"Girls","B","Tina Siefkes      Waverly           ","2:20.42","800m","Nebraska"
1984,"Girls","B","Sara Rhoads         Chadron          ","5:22.25","1600m","Nebraska"
1984,"Girls","B","Barb Young        Sidney            ","5-07","High Jump","Nebraska"
1985,"Girls","B","Carrie Hoehner      McCook           ","12.52","100m","Nebraska"
1985,"Girls","B","Maryann Ziegler     Syracuse          ","2:17.34","800m","Nebraska"
1985,"Girls","B","Maryann Ziegler     Syracuse         ","5:17.50","1600m","Nebraska"
1985,"Girls","B","Pam Ruge          Syracuse          ","5-06","High Jump","Nebraska"
1985,"Girls","B","Brenda Stinson    York              ","5-04","High Jump","Nebraska"
1986,"Girls","B","Carrie Hoehner      McCook              ","12.45","100m","Nebraska"
1986,"Girls","B","Dodie Kocsis           Omaha Roncalli      ","2:19.82","800m","Nebraska"
1986,"Girls","B","Dodie Kocsis        Omaha Roncalli     ","5:16.27","1600m","Nebraska"
1986,"Girls","B","Janet Kruse          Blair                 ","5-07","High Jump","Nebraska"
1986,"Girls","B","Brigitte Timmerman   Gretna                ","5-02","High Jump","Nebraska"
1987,"Girls","B","Carri Hoehner       McCook            ","12.23","100m","Nebraska"
1987,"Girls","B","Dodie Kocsis        Omaha Roncalli       ","2:19.88","800m","Nebraska"
1987,"Girls","B","Dodie Kocsis        Omaha Roncalli   ","5:10.35","1600m","Nebraska"
1987,"Girls","B","Brneda Baumann    York                   ","5-07","High Jump","Nebraska"
1988,"Girls","B","Val Owen             McCook            ","12.62","100m","Nebraska"
1988,"Girls","B","Serena Frazier      West Point        ","2:21.36","800m","Nebraska"
1988,"Girls","B","Michelle Rossitto    Syracuse         ","5:15.40","1600m","Nebraska"
1988,"Girls","B","Mick Holtman      Arlington           ","5-05","High Jump","Nebraska"
1989,"Girls","B","Val Owen             McCook            ","12.53","100m","Nebraska"
1989,"Girls","B","Chrystall DeNaeyer   Valentine         ","2:14.87","800m","Nebraska"
1989,"Girls","B","Theresa Stelling     Auburn           ","5:08.54","1600m","Nebraska"
1989,"Girls","B","Carmen Kapke         Fairbury            ","5-05","High Jump","Nebraska"
1980,"Girls","C","Crystal Hicks          Omaha Cathedral  ","12.8","100m","Nebraska"
1980,"Girls","C","Paula Chace      Laurel                 ","2:21.4","800m","Nebraska"
1980,"Girls","C","Teri John              Burwell               ","5:23.8","1600m","Nebraska"
1980,"Girls","C","Stacy Jakubowski     Howells                ","5-04","High Jump","Nebraska"
1981,"Girls","C","Ann Polak              David City Aquinas  ","12.42","100m","Nebraska"
1981,"Girls","C","Beth Wilson       Harvard                ","2:21.04","800m","Nebraska"
1981,"Girls","C","Janelle Weilage        Pawnee City           ","5:18.02","1600m","Nebraska"
1981,"Girls","C","Stacy Jakubowski       Howells                ","5-06","High Jump","Nebraska"
1982,"Girls","C","Ann Polack             David City Aquinas    ","12.01","100m","Nebraska"
1982,"Girls","C","Shelia Brown      Hastings St. Cecilia   ","2:18.79","800m","Nebraska"
1982,"Girls","C","Sammie Resh            Shelton               ","5:20.04","1600m","Nebraska"
1982,"Girls","C","Kristi Fries           Franklin               ","5-04","High Jump","Nebraska"
1983,"Girls","C","Kris Uffelman         Geneva               ","12.62","100m","Nebraska"
1983,"Girls","C","Karla Christensen     Wahoo                ","2:20.00","800m","Nebraska"
1983,"Girls","C","Tamala Resh           Shelton              ","5:11.32","1600m","Nebraska"
1983,"Girls","C","Dawn Bernt            Stromsburg            ","5-04","High Jump","Nebraska"
1984,"Girls","C","Kris Uffelman          Geneva               ","12.76","100m","Nebraska"
1984,"Girls","C","Pam Sis            Grant                 ","2:20.60","800m","Nebraska"
1984,"Girls","C","Sammie Resh            Shelton              ","5:18.28","1600m","Nebraska"
1984,"Girls","C","Virginia Stahr       Centennial            ","5-03","High Jump","Nebraska"
1984,"Girls","C","Lisa Standage        Kearney Catholic      ","5-00","High Jump","Nebraska"
1984,"Girls","C","Sma Holoway          Grant                 ","5-00","High Jump","Nebraska"
1985,"Girls","C","Tracey Brownlow      Hyannis          ","12.47","100m","Nebraska"
1985,"Girls","C","Fran tenBensel     Arapahoe             ","2:18.30","800m","Nebraska"
1985,"Girls","C","Tamala Resh          Shelton          ","5:06.82","1600m","Nebraska"
1985,"Girls","C","Karla Slingsby     Ansley            ","5-04","High Jump","Nebraska"
1985,"Girls","C","Colleen Baker      Stromsburg        ","5-02","High Jump","Nebraska"
1986,"Girls","C","Kathy Janicke         Benkelman            ","12.69","100m","Nebraska"
1986,"Girls","C","Fran tenBensel       Arapahoe             ","2:16.13","800m","Nebraska"
1986,"Girls","C","Fran tenBensel        Arapahoe            ","5:16.56","1600m","Nebraska"
1986,"Girls","C","Karla Slingsby     Ansley                 ","5-05","High Jump","Nebraska"
1986,"Girls","C","Jeanine Lund       Ponca                  ","5-02","High Jump","Nebraska"
1986,"Girls","C","Colleen McDougal   Tri County             ","5-02","High Jump","Nebraska"
1986,"Girls","C","Jennifer Edelman   Anselmo-Merna          ","5-02","High Jump","Nebraska"
1987,"Girls","C","Lisa Wieman           Howells               ","12.85","100m","Nebraska"
1987,"Girls","C","Fran tenBensel       Arapahoe              ","2:15.46","800m","Nebraska"
1987,"Girls","C","Theresa Stelling      Wakefield            ","5:05.98","1600m","Nebraska"
1987,"Girls","C","Jeanine Lund       Ponca                   ","5-04","High Jump","Nebraska"
1987,"Girls","C","Jana Hochstetler   Centura                 ","5-00","High Jump","Nebraska"
1988,"Girls","C","Kathy Travis        Lincoln Christian     ","12.52","100m","Nebraska"
1988,"Girls","C","Fran tenBensel       Arapahoe                 ","2:18.07","800m","Nebraska"
1988,"Girls","C","Theresa Stelling    Wakefield            ","5:14.40","1600m","Nebraska"
1988,"Girls","C","Patty Cook         Verdigre                   ","5-06","High Jump","Nebraska"
1988,"Girls","C","Sara Eltiste       Wymore Southern            ","5-02","High Jump","Nebraska"
1989,"Girls","C","Kathy Travis          Lincoln Christian     ","12.28","100m","Nebraska"
1989,"Girls","C","Michelle Armes       Elmwood-Murdock       ","2:16.97","800m","Nebraska"
1989,"Girls","C","Lesha Stineman        Oxford               ","5:17.54","1600m","Nebraska"
1989,"Girls","C","Jana Hochstetler   Centura                 ","5-09","High Jump","Nebraska"
1989,"Girls","C","Julie Kremer       Nebraska Christian      ","5-03","High Jump","Nebraska"
1980,"Girls","D","Ann Kirkpatrick    Bradshaw         ","12.6","100m","Nebraska"
1980,"Girls","D","Mary Bolton        Dorchester           ","2:21.7","800m","Nebraska"
1980,"Girls","D","Karlene Erickson   Wheeler Central  ","5:07.1","1600m","Nebraska"
1980,"Girls","D","Brenda Mangers      Roseland                ","5-01","High Jump","Nebraska"
1980,"Girls","D","Jody Blake          Lebanon Beaver Valley   ","5-01","High Jump","Nebraska"
1980,"Girls","D","Patty Ferguson      Nelson                  ","4-10","High Jump","Nebraska"
1980,"Girls","D","Sandy Glunz         Wheatland               ","4-10","High Jump","Nebraska"
1980,"Girls","D","Vicki Lilli         Diller                  ","4-10","High Jump","Nebraska"
1980,"Girls","D","Jean Miller         Rising City             ","4-10","High Jump","Nebraska"
1981,"Girls","D","Cammy Weyers      Hay Springs        ","12.64","100m","Nebraska"
1981,"Girls","D","Karlene Erickson   Wheeler Central     ","2:22.86","800m","Nebraska"
1981,"Girls","D","Karlene Erickson   Wheeler Central     ","5:01.07","1600m","Nebraska"
1981,"Girls","D","Zeta Goodrich      Sandhills            ","5-02","High Jump","Nebraska"
1982,"Girls","D","Cammy Weyers          Hay Springs        ","12.56","100m","Nebraska"
1982,"Girls","D","Donna Spickelmeier   Hayes Center         ","2:19.39","800m","Nebraska"
1982,"Girls","D","Karlene Erickson      Wheeler Cetral     ","4:59.78","1600m","Nebraska"
1982,"Girls","D","Dawn Bernt          Stromsburg          ","5-03","High Jump","Nebraska"
1982,"Girls","D","Pam Grooms          Keya Paha           ","5-00","High Jump","Nebraska"
1982,"Girls","D","Sonia Dormann       Leyton              ","5-00","High Jump","Nebraska"
1983,"Girls","D","Paula Marquette       Paxton             ","12.92","100m","Nebraska"
1983,"Girls","D","Donna Spickelmeier   Hayes Center        ","2:19.11","800m","Nebraska"
1983,"Girls","D","Karlene Erickson      Wheeler Central    ","5:02.51","1600m","Nebraska"
1983,"Girls","D","Tammy Grooms        Keya Paha           ","5-03","High Jump","Nebraska"
1983,"Girls","D","Julie Mannlein      Sargent             ","5-00","High Jump","Nebraska"
1983,"Girls","D","Kenda Kuehner       Giltner             ","5-00","High Jump","Nebraska"
1984,"Girls","D","Kristie Ryland        Stapleton        ","12.93","100m","Nebraska"
1984,"Girls","D","Deb Spickelmeier     Hayes Center       ","2:15.95","800m","Nebraska"
1984,"Girls","D","Donna Spickelmeier    Hayes Center     ","5:13.37","1600m","Nebraska"
1984,"Girls","D","Lisa Kersenbrock    Hildreth          ","5-01","High Jump","Nebraska"
1984,"Girls","D","Michelle Beran      Diller            ","4-10","High Jump","Nebraska"
1985,"Girls","D","Sherry Pinkley       Leigh             ","12.88","100m","Nebraska"
1985,"Girls","D","Deb Spickelmeier     Hayes Center        ","2:13.45","800m","Nebraska"
1985,"Girls","D","Donna Spickelmeier   Hayes Center      ","4:58.06","1600m","Nebraska"
1985,"Girls","D","Kari Williams       Trenton            ","5-04","High Jump","Nebraska"
1985,"Girls","D","Steph Thomas        McCool Junction    ","5-02","High Jump","Nebraska"
1986,"Girls","D","Sherry Pinkley      Leigh                ","12.93","100m","Nebraska"
1986,"Girls","D","Tina Houser        Eustis                ","2:21.14","800m","Nebraska"
1986,"Girls","D","Sylvia Veit         Polk                ","5:26.98","1600m","Nebraska"
1986,"Girls","D","Penny Cook        Verdigre                ","5-06","High Jump","Nebraska"
1986,"Girls","D","Steph Thomas      McCool Junction         ","5-04","High Jump","Nebraska"
1986,"Girls","D","Patty Cook        Verdigre                ","5-04","High Jump","Nebraska"
1987,"Girls","D","Lynn Kurpgeweit      Leigh              ","12.71","100m","Nebraska"
1987,"Girls","D","Tina Houser         Eustis             ","2:23.55","800m","Nebraska"
1987,"Girls","D","Sylvia Veit          Polk              ","5:30.25","1600m","Nebraska"
1987,"Girls","D","Steph Thomas        McCool Junction      ","5-06","High Jump","Nebraska"
1988,"Girls","D","Marla Happold         Giltner               ","13.04","100m","Nebraska"
1988,"Girls","D","Sylvia Veit          Polk-Hordville        ","2:16.73","800m","Nebraska"
1988,"Girls","D","Sylvia Veit           Polk-Hordville       ","5:17.30","1600m","Nebraska"
1988,"Girls","D","Michelle Shoemaker   Ansley                  ","5-05","High Jump","Nebraska"
1989,"Girls","D","Jennifer Guthrie      Wilcox              ","12.73","100m","Nebraska"
1989,"Girls","D","Janine Ramaekers       Humphrey SF       ","2:21.70","800m","Nebraska"
1989,"Girls","D","Tami Kruntorad        Wheeler Central    ","5:28.48","1600m","Nebraska"
1989,"Girls","D","Michelle Shoemaker   Ansley              ","5-04","High Jump","Nebraska"
1989,"Girls","D","Heidi Bender         Newcastle           ","4-11","High Jump","Nebraska"
1989,"Girls","D","Sharla Blonien       Hay Springs         ","4-11","High Jump","Nebraska"
1989,"Girls","D","Lynn Smith           Wheeler Center      ","4-11","High Jump","Nebraska"
1980,"Boys","A","Mike Ockerman       Bellevue West      ","11.2","100m","Nebraska"
1980,"Boys","A","Jeff Rayer        Ralston             ","1:56.2","800m","Nebraska"
1980,"Boys","A","Byron Murrell       Omaha Northwest    ","4:22.0","1600m","Nebraska"
1980,"Boys","A","Tom Rathman        Grand Island         ","6-07","High Jump","Nebraska"
1980,"Boys","A","Rob Castleberry    Papillion            ","6-04","High Jump","Nebraska"
1980,"Boys","A","Dan Kirk           Papillion            ","6-04","High Jump","Nebraska"
1980,"Boys","A","Tracy Slobodnik     Omaha Bryan         ","14-04","Pole Vault","Nebraska"
1981,"Boys","A","Mike Ockerman       Bellevue West      ","10.60","100m","Nebraska"
1981,"Boys","A","Jeff Butler      Omaha Bryan         ","1:56.04","800m","Nebraska"
1981,"Boys","A","Jerry Guinan        Creighton Prep     ","4:25.20","1600m","Nebraska"
1981,"Boys","A","Rob Castleberry     Papillion            ","6-08","High Jump","Nebraska"
1981,"Boys","A","Chris Wentling    Norfolk             ","14-04","Pole Vault","Nebraska"
1981,"Boys","A","Lyndon Stone      Kearney             ","14-00","Pole Vault","Nebraska"
1981,"Boys","A","Rich Berry        Beatrice            ","14-00","Pole Vault","Nebraska"
1982,"Boys","A","Willie Vinson       Omaha Burke         ","10.56","100m","Nebraska"
1982,"Boys","A","Tim Wakefield      Bellevue West       ","1:56.21","800m","Nebraska"
1982,"Boys","A","Tim Wakefield       Bellevue West      ","4:21.32","1600m","Nebraska"
1982,"Boys","A","Rob Castelberry    Papillion-LaVista    ","6-09","High Jump","Nebraska"
1982,"Boys","A","Chad Sidles         Omaha Burke         ","14-10","Pole Vault","Nebraska"
1983,"Boys","A","Tony Fagan          Omaha Central        ","11.00","100m","Nebraska"
1983,"Boys","A","Gerry Gdowski      Fremont             ","1:54.30","800m","Nebraska"
1983,"Boys","A","Tim Wakeland        Bellevue West       ","4:17.70","1600m","Nebraska"
1983,"Boys","A","Monte Motz         Millard South        ","6-07","High Jump","Nebraska"
1983,"Boys","A","Jay Engel          Fremont             ","14-00","Pole Vault","Nebraska"
1984,"Boys","A","Jamie Worden        Scottsbluff         ","10.96","100m","Nebraska"
1984,"Boys","A","Tony Coe             North Platte        ","1:54.14","800m","Nebraska"
1984,"Boys","A","Matt Myer           Fremont            ","4:20.64","1600m","Nebraska"
1984,"Boys","A","James Blackledge   Millard North        ","7-00","High Jump","Nebraska"
1984,"Boys","A","Jon Thompson       Lincoln Hgih         ","6-04","High Jump","Nebraska"
1984,"Boys","A","Dan Hodge            Fremont             ","14-10","Pole Vault","Nebraska"
1985,"Boys","A","Jim Sutfin          Millard South       ","10.69","100m","Nebraska"
1985,"Boys","A","Gerry Gdowski       Fremont             ","1:55.75","800m","Nebraska"
1985,"Boys","A","Matt Myers          Fremont            ","4:16.04","1600m","Nebraska"
1985,"Boys","A","Jeff Olson        Fremont              ","6-07","High Jump","Nebraska"
1985,"Boys","A","Jeff Marcuzzo     Millard South        ","6-04","High Jump","Nebraska"
1985,"Boys","A","Dan Hodge           Fremont             ","15-00","Pole Vault","Nebraska"
1985,"Boys","A","Rick Thaut       Hastings          ","13-00","Pole Vault","Nebraska"
1986,"Boys","A","Terry Thomas        Omaha Burke         ","10.95","100m","Nebraska"
1986,"Boys","A","Andy Rinn          Bellevue East       ","1:55.30","800m","Nebraska"
1986,"Boys","A","Andy Rinn           Bellevue East      ","4:19,25","1600m","Nebraska"
1986,"Boys","A","Cory Springer      Lincoln High         ","6-08","High Jump","Nebraska"
1986,"Boys","A","Scott Dice         Omaha Northwest     ","14-02","Pole Vault","Nebraska"
1986,"Boys","A","Steve Hargrove   Lincoln High    ","12-10","Pole Vault","Nebraska"
1987,"Boys","A","Rick Davis          Creighton Prep      ","10.60","100m","Nebraska"
1987,"Boys","A","Nate Nielsen       Lincoln Southeast   ","1:55.68","800m","Nebraska"
1987,"Boys","A","Nate Nielsen        Lincoln Southeast  ","4:13.94","1600m","Nebraska"
1987,"Boys","A","Doug Kaszak      Lincoln High         ","6-11","High Jump","Nebraska"
1987,"Boys","A","Andy Dubbs       Ralston              ","6-04","High Jump","Nebraska"
1987,"Boys","A","Al Perry           Omaha Westside      ","14-04","Pole Vault","Nebraska"
1987,"Boys","A","Kurt Kirchman    Fremont       ","13-00","Pole Vault","Nebraska"
1988,"Boys","A","James Hunter        Omaha Benson        ","10.94","100m","Nebraska"
1988,"Boys","A","Brian Sloan         Ralston             ","1:55.25","800m","Nebraska"
1988,"Boys","A","Nate Nielsen        Lincoln Southeast  ","4:22.50","1600m","Nebraska"
1988,"Boys","A","Chris Morgan      Bellevue West        ","6-08","High Jump","Nebraska"
1988,"Boys","A","Derek Cole        Omaha Burke          ","6-04","High Jump","Nebraska"
1988,"Boys","A","Brad Weishaar       Kearney             ","14-02","Pole Vault","Nebraska"
1989,"Boys","A","Kelly Yancy         Omaha Central       ","10.89","100m","Nebraska"
1989,"Boys","A","Joe Sherr            Hastings            ","1:55.40","800m","Nebraska"
1989,"Boys","A","Dave Symonsbergen   Millard South      ","4:21.77","1600m","Nebraska"
1989,"Boys","A","Chris Murrell        Grand Island         ","7-00","High Jump","Nebraska"
1989,"Boys","A","Jeff White           Grand Island        ","14-02","Pole Vault","Nebraska"
1980,"Boys","B","Greg Divis        Wahoo         ","11.3","100m","Nebraska"
1980,"Boys","B","Shawn Bovill      Aurora              ","1:56.9","800m","Nebraska"
1980,"Boys","B","Ron Moran          York            ","4:29.6","1600m","Nebraska"
1980,"Boys","B","Mike Leigh       Platteview            ","6-07","High Jump","Nebraska"
1980,"Boys","B","Jay Novacek        Gothenburg           ","15-01","Pole Vault","Nebraska"
1981,"Boys","B","Ed Kaczmarek      Omaha Roncalli  ","11.02","100m","Nebraska"
1981,"Boys","B","Shawn Bovill        Aurora              ","1:55.32","800m","Nebraska"
1981,"Boys","B","Steve Doran        Grand Island CC  ","4:16.62","1600m","Nebraska"
1981,"Boys","B","Mark Hoy          Waverly               ","6-07","High Jump","Nebraska"
1981,"Boys","B","Jay Novacek       Gothenburg            ","6-06","High Jump","Nebraska"
1981,"Boys","B","John Pursley      Aurora               ","14-06","Pole Vault","Nebraska"
1981,"Boys","B","Kent Johnson       McCook          ","13-10","Pole Vault","Nebraska"
1982,"Boys","B","Chris Hoehner       McCook            ","11.02","100m","Nebraska"
1982,"Boys","B","Shawn Bovill      Aurora               ","1:56.29","800m","Nebraska"
1982,"Boys","B","John Magdaleno      Alliance         ","4:27.95","1600m","Nebraska"
1982,"Boys","B","Tom Baulisch     Gretna                ","6-06","High Jump","Nebraska"
1982,"Boys","B","Mitch English    Wood River            ","6-02","High Jump","Nebraska"
1982,"Boys","B","Bump Novacek      Gothenburg     ","14-04","Pole Vault","Nebraska"
1982,"Boys","B","Kent Johnson      McCook         ","13-06","Pole Vault","Nebraska"
1982,"Boys","B","Tony Pantenburg   McCook         ","13-06","Pole Vault","Nebraska"
1983,"Boys","B","Todd Gilliland      Mitchell           ","11.04","100m","Nebraska"
1983,"Boys","B","Gregg Rathke       Wisner-Pilger        ","1:55.50","800m","Nebraska"
1983,"Boys","B","Kyle Foster         Lincoln Pius X    ","4:20.64","1600m","Nebraska"
1983,"Boys","B","Jeff Schneider   Kimball               ","6-06","High Jump","Nebraska"
1983,"Boys","B","Gerry Pflepsen   St. Paul              ","6-02","High Jump","Nebraska"
1983,"Boys","B","Bump Novacek     Gothenburg         ","14-10","Pole Vault","Nebraska"
1983,"Boys","B","Troy Groves      South Sioux City   ","13-06","Pole Vault","Nebraska"
1984,"Boys","B","Gary Washington    Omaha Roncalli       ","11.14","100m","Nebraska"
1984,"Boys","B","John Kinnery        Elkhorn Mt Michael   ","1:59.23","800m","Nebraska"
1984,"Boys","B","Brian Grier        Alliance            ","4:23.06","1600m","Nebraska"
1984,"Boys","B","John Otte           Waverly               ","6-06","High Jump","Nebraska"
1984,"Boys","B","Bump Novacek       Gothenburg           ","15-07","Pole Vault","Nebraska"
1984,"Boys","B","Matt Rossen        Holdrege             ","14-00","Pole Vault","Nebraska"
1984,"Boys","B","Chuck Haase        Seward               ","13-00","Pole Vault","Nebraska"
1984,"Boys","B","Dana Fisher        Albion               ","13-00","Pole Vault","Nebraska"
1985,"Boys","B","Keith Neal           Columbus Scotus      ","11.34","100m","Nebraska"
1985,"Boys","B","Tom Keefover       Norris               ","1:57.40","800m","Nebraska"
1985,"Boys","B","Harald Graham        Nebraska City       ","4:19.43","1600m","Nebraska"
1985,"Boys","B","Grant Rathman      Wood River           ","6-10.5","High Jump","Nebraska"
1985,"Boys","B","Bump Novacek       Gothenburg      ","15-10","Pole Vault","Nebraska"
1986,"Boys","B","Dale Williams        Platteview           ","11.20","100m","Nebraska"
1986,"Boys","B","Scott Heng          Lincoln Pius X       ","1:57.50","800m","Nebraska"
1986,"Boys","B","Scott Heng           Lincoln Pius X      ","4:21.91","1600m","Nebraska"
1986,"Boys","B","David Hotovy      David City Aquinas    ","6-05","High Jump","Nebraska"
1986,"Boys","B","Tim Brichack      Schuyler              ","6-02","High Jump","Nebraska"
1986,"Boys","B","Jeff Mattox         Broken Bow        ","13-08","Pole Vault","Nebraska"
1987,"Boys","B","Brian Nicholson      Elkhorn              ","11.60","100m","Nebraska"
1987,"Boys","B","Tom Banks         Elkhorn              ","1:55.33","800m","Nebraska"
1987,"Boys","B","Tom Banks            Elkhorn             ","4:17.38","1600m","Nebraska"
1987,"Boys","B","Jamie Watson     Gering                ","6-07","High Jump","Nebraska"
1987,"Boys","B","Jerry Webster    Platteview            ","6-04","High Jump","Nebraska"
1987,"Boys","B","Todd Brown         Waverly           ","14-06","Pole Vault","Nebraska"
1987,"Boys","B","Curt Garrison      Imperial          ","13-06","Pole Vault","Nebraska"
1988,"Boys","B","TJ Marx              Alliance             ","11.31","100m","Nebraska"
1988,"Boys","B","Jason Teal           Elkhorn Mt Michael   ","1:54.90","800m","Nebraska"
1988,"Boys","B","Greg Kahnk           Elkhorn             ","4:21.64","1600m","Nebraska"
1988,"Boys","B","Dave Broderson       O'Neill               ","6-08","High Jump","Nebraska"
1988,"Boys","B","Mark Burton        McCook          ","13-10","Pole Vault","Nebraska"
1988,"Boys","B","Joe Gnat           Pierce          ","13-06","Pole Vault","Nebraska"
1989,"Boys","B","Micky McIntire     O'Neill              ","11.32","100m","Nebraska"
1989,"Boys","B","Dean Bowling       Grand Island NW      ","1:56.45","800m","Nebraska"
1989,"Boys","B","Dean Bowling       Grand Island NW     ","4:26.44","1600m","Nebraska"
1989,"Boys","B","Greg Chapman     North Bend             ","6-06","High Jump","Nebraska"
1989,"Boys","B","Greg Hays          Elkhorn        ","14-04","Pole Vault","Nebraska"
1980,"Boys","C","Bruce Mieth       Hebron           ","11.3","100m","Nebraska"
1980,"Boys","C","Tim Johnson      Bloomfield         ","1:55.8","800m","Nebraska"
1980,"Boys","C","Tom Hoffman        Exeter            ","4:23.1","1600m","Nebraska"
1980,"Boys","C","Joe Gillett          Logan View          ","6-06","High Jump","Nebraska"
1980,"Boys","C","Mike Erickson            Wausa            ","14-02","Pole Vault","Nebraska"
1980,"Boys","C","Monte Medinger           Alma             ","13-00","Pole Vault","Nebraska"
1980,"Boys","C","Henderson        ","13-00","Pole Vault","Nebraska"
