"State","Year","Gender","Event","Mark"
"New York",2000,"Boys","High Jump",1.8796
"New York",2000,"Boys","Pole Vault",4.1148
"New York",2000,"Girls","100m",12
"New York",2000,"Girls","1600m",295.525188
"New York",2000,"Girls","800m",132.84
"New York",2000,"Girls","High Jump",1.651
"New York",2000,"Girls","Pole Vault",3.048
"New York",2001,"Boys","100m",10.65
"New York",2001,"Boys","1600m",253
"New York",2001,"Boys","800m",114.36
"New York",2001,"Boys","High Jump",1.9558
"New York",2001,"Boys","Pole Vault",4.1148
"New York",2001,"Girls","100m",11.76
"New York",2001,"Girls","1600m",294.419277
"New York",2001,"Girls","800m",131.47
"New York",2001,"Girls","High Jump",1.6002
"New York",2001,"Girls","Pole Vault",3.2766
"New York",2002,"Boys","100m",10.89
"New York",2002,"Boys","1600m",253.79
"New York",2002,"Boys","800m",114
"New York",2002,"Boys","High Jump",1.9812
"New York",2002,"Boys","Pole Vault",4.3434
"New York",2002,"Girls","100m",11.96
"New York",2002,"Girls","1600m",286.720848
"New York",2002,"Girls","800m",128.68
"New York",2002,"Girls","High Jump",1.6002
"New York",2002,"Girls","Pole Vault",3.2004
"New York",2003,"Boys","100m",10.85
"New York",2003,"Boys","1600m",256.38
"New York",2003,"Boys","800m",113.6
"New York",2003,"Boys","High Jump",1.8796
"New York",2003,"Boys","Pole Vault",4.2672
"New York",2003,"Girls","100m",11.94
"New York",2003,"Girls","1600m",283.735962
"New York",2003,"Girls","800m",130.82
"New York",2003,"Girls","High Jump",1.6256
"New York",2003,"Girls","Pole Vault",3.3528
"New York",2004,"Boys","100m",10.61
"New York",2004,"Boys","1600m",250.12
"New York",2004,"Boys","800m",110.33
"New York",2004,"Boys","High Jump",2.032
"New York",2004,"Boys","Pole Vault",4.6482
"New York",2004,"Girls","100m",12.1
"New York",2004,"Girls","1600m",289.265517
"New York",2004,"Girls","800m",129.59
"New York",2004,"Girls","High Jump",1.7272
"New York",2004,"Girls","Pole Vault",3.5052
"New York",2005,"Boys","100m",10.81
"New York",2005,"Boys","1600m",252.31
"New York",2005,"Boys","800m",110.85
"New York",2005,"Boys","High Jump",1.9304
"New York",2005,"Boys","Pole Vault",4.572
"New York",2005,"Girls","100m",11.81
"New York",2005,"Girls","1600m",285.743781
"New York",2005,"Girls","800m",129.47
"New York",2005,"Girls","High Jump",1.7018
"New York",2005,"Girls","Pole Vault",3.6576
"New York",2006,"Boys","100m",10.83
"New York",2006,"Boys","1600m",247.71
"New York",2006,"Boys","800m",111.51
"New York",2006,"Boys","High Jump",1.8288
"New York",2006,"Boys","Pole Vault",4.6482
"New York",2006,"Girls","100m",11.85
"New York",2006,"Girls","1600m",291.788712
"New York",2006,"Girls","800m",129.49
"New York",2006,"Girls","High Jump",1.6002
"New York",2006,"Girls","Pole Vault",3.2004
"New York",2007,"Boys","100m",10.56
"New York",2007,"Boys","1600m",254.21
"New York",2007,"Boys","800m",112.18
"New York",2007,"Boys","High Jump",1.9304
"New York",2007,"Boys","Pole Vault",4.2672
"New York",2007,"Girls","100m",11.72
"New York",2007,"Girls","1600m",290.511009
"New York",2007,"Girls","800m",130.02
"New York",2007,"Girls","High Jump",1.6764
"New York",2007,"Girls","Pole Vault",3.2004
"New York",2008,"Boys","100m",10.94
"New York",2008,"Boys","1600m",251.67
"New York",2008,"Boys","800m",113.01
"New York",2008,"Boys","High Jump",1.9304
"New York",2008,"Boys","Pole Vault",4.572
"New York",2008,"Girls","100m",12.29
"New York",2008,"Girls","1600m",290.521746
"New York",2008,"Girls","800m",127.46
"New York",2008,"Girls","High Jump",1.7018
"New York",2008,"Girls","Pole Vault",3.6576
"New York",2009,"Boys","100m",10.71
"New York",2009,"Boys","1600m",246.11
"New York",2009,"Boys","800m",110.32
"New York",2009,"Boys","High Jump",1.9304
"New York",2009,"Boys","Pole Vault",4.2672
"New York",2009,"Girls","100m",11.85
"New York",2009,"Girls","1600m",285.228405
"New York",2009,"Girls","800m",128.67
"New York",2009,"Girls","High Jump",1.7018
"New York",2009,"Girls","Pole Vault",3.5052
"New York",2010,"Boys","100m",10.62
"New York",2010,"Boys","1600m",247.47
"New York",2010,"Boys","800m",110.27
"New York",2010,"Boys","High Jump",1.9812
"New York",2010,"Boys","Pole Vault",4.572
"New York",2010,"Girls","100m",11.96
"New York",2010,"Girls","1600m",283.854069
"New York",2010,"Girls","800m",127.75
"New York",2010,"Girls","High Jump",1.7018
"New York",2010,"Girls","Pole Vault",3.6576
"New York",2011,"Boys","100m",10.82
"New York",2011,"Boys","1600m",251.17
"New York",2011,"Boys","800m",111.32
"New York",2011,"Boys","High Jump",2.032
"New York",2011,"Boys","Pole Vault",4.572
"New York",2011,"Girls","100m",11.87
"New York",2011,"Girls","1600m",276.842808
"New York",2011,"Girls","800m",129.32
"New York",2011,"Girls","High Jump",1.651
"New York",2011,"Girls","Pole Vault",3.5814
"New York",2012,"Boys","100m",10.96
"New York",2012,"Boys","1600m",245.24
"New York",2012,"Boys","800m",111.21
"New York",2012,"Boys","High Jump",1.9558
"New York",2012,"Boys","Pole Vault",4.2672
"New York",2012,"Girls","100m",11.73
"New York",2012,"Girls","1600m",278.925786
"New York",2012,"Girls","800m",129.86
"New York",2012,"Girls","High Jump",1.6256
"New York",2012,"Girls","Pole Vault",3.429
"New York",2013,"Boys","100m",10.62
"New York",2013,"Boys","1600m",247
"New York",2013,"Boys","800m",111.88
"New York",2013,"Boys","High Jump",2.0066
"New York",2013,"Boys","Pole Vault",4.4196
"New York",2013,"Girls","100m",11.74
"New York",2013,"Girls","1600m",288.760878
"New York",2013,"Girls","800m",126.09
"New York",2013,"Girls","High Jump",1.651
"New York",2013,"Girls","Pole Vault",3.7338
"New York",2014,"Boys","100m",10.58
"New York",2014,"Boys","1600m",247.82
"New York",2014,"Boys","800m",114.24
"New York",2014,"Boys","High Jump",1.9558
"New York",2014,"Boys","Pole Vault",4.2672
"New York",2014,"Girls","100m",11.74
"New York",2014,"Girls","1600m",289.931211
"New York",2014,"Girls","800m",133.1
"New York",2014,"Girls","High Jump",1.7018
"New York",2014,"Girls","Pole Vault",3.6576
"New York",2015,"Boys","100m",10.68
"New York",2015,"Boys","1600m",247.5
"New York",2015,"Boys","800m",111.4
"New York",2015,"Boys","High Jump",1.9812
"New York",2015,"Boys","Pole Vault",4.2672
"New York",2015,"Girls","100m",11.69
"New York",2015,"Girls","1600m",284.788188
"New York",2015,"Girls","800m",125.63
"New York",2015,"Girls","High Jump",1.651
"New York",2015,"Girls","Pole Vault",3.3528
"New York",2016,"Boys","100m",10.75
"New York",2016,"Boys","1600m",249.58
"New York",2016,"Boys","800m",112.77
"New York",2016,"Boys","High Jump",2.032
"New York",2016,"Boys","Pole Vault",4.4196
"New York",2016,"Girls","100m",11.76
"New York",2016,"Girls","1600m",281.406033
"New York",2016,"Girls","800m",128.57
"New York",2016,"Girls","High Jump",1.6764
"New York",2016,"Girls","Pole Vault",3.5814
"New York",2017,"Boys","100m",10.8
"New York",2017,"Boys","1600m",252.81
"New York",2017,"Boys","800m",110.96
"New York",2017,"Boys","High Jump",2.032
"New York",2017,"Boys","Pole Vault",4.572
"New York",2017,"Girls","100m",11.78
"New York",2017,"Girls","1600m",277.562187
"New York",2017,"Girls","800m",127.27
"New York",2017,"Girls","High Jump",1.6764
"New York",2017,"Girls","Pole Vault",3.7338
"New York",2018,"Boys","100m",10.48
"New York",2018,"Boys","1600m",250.01
"New York",2018,"Boys","800m",112.33
"New York",2018,"Boys","High Jump",2.0066
"New York",2018,"Boys","Pole Vault",4.572
"New York",2018,"Girls","100m",11.65
"New York",2018,"Girls","1600m",273.202965
"New York",2018,"Girls","800m",129.86
"New York",2018,"Girls","High Jump",1.6764
"New York",2018,"Girls","Pole Vault",3.6576
"New York",2019,"Boys","100m",10.6
"New York",2019,"Boys","1600m",250.78
"New York",2019,"Boys","800m",112.01
"New York",2019,"Boys","High Jump",2.0066
"New York",2019,"Boys","Pole Vault",4.572
"New York",2019,"Girls","100m",11.9
"New York",2019,"Girls","1600m",291.090807
"New York",2019,"Girls","800m",126.88
"New York",2019,"Girls","High Jump",1.6764
"New York",2019,"Girls","Pole Vault",3.5814
"North Carolina",1978,"Boys","100m",10.7212
"North Carolina",1978,"Boys","1600m",255.65853
"North Carolina",1978,"Boys","800m",114.611376
"North Carolina",1978,"Boys","High Jump",2.0828
"North Carolina",1978,"Boys","Pole Vault",4.5974
"North Carolina",1978,"Girls","100m",11.9246
"North Carolina",1978,"Girls","1600m",303.92694
"North Carolina",1978,"Girls","800m",136.30482
"North Carolina",1978,"Girls","High Jump",1.7018
"North Carolina",1979,"Boys","100m",10.91812
"North Carolina",1979,"Boys","1600m",258.39258
"North Carolina",1979,"Boys","800m",114.73068
"North Carolina",1979,"Boys","High Jump",1.9812
"North Carolina",1979,"Boys","Pole Vault",4.2672
"North Carolina",1979,"Girls","100m",12.034
"North Carolina",1979,"Girls","1600m",296.2716
"North Carolina",1979,"Girls","800m",132.42744
"North Carolina",1979,"Girls","High Jump",1.7272
"North Carolina",1980,"Boys","100m",10.53
"North Carolina",1980,"Boys","1600m",248.01
"North Carolina",1980,"Boys","800m",111.39
"North Carolina",1980,"Boys","High Jump",2.032
"North Carolina",1980,"Boys","Pole Vault",4.2672
"North Carolina",1980,"Girls","100m",12
"North Carolina",1980,"Girls","1600m",305.7
"North Carolina",1980,"Girls","800m",135.2
"North Carolina",1980,"Girls","High Jump",1.6764
"North Carolina",1981,"Boys","100m",10.62
"North Carolina",1981,"Boys","1600m",255.7
"North Carolina",1981,"Boys","800m",112.33
"North Carolina",1981,"Boys","High Jump",2.0828
"North Carolina",1981,"Boys","Pole Vault",4.6228
"North Carolina",1981,"Girls","100m",11.8
"North Carolina",1981,"Girls","1600m",299
"North Carolina",1981,"Girls","800m",141.1
"North Carolina",1981,"Girls","High Jump",1.6764
"North Carolina",1982,"Boys","100m",10.7
"North Carolina",1982,"Boys","1600m",256.58
"North Carolina",1982,"Boys","800m",112.1
"North Carolina",1982,"Boys","High Jump",2.0828
"North Carolina",1982,"Boys","Pole Vault",4.4196
"North Carolina",1982,"Girls","100m",12.4
"North Carolina",1982,"Girls","1600m",299
"North Carolina",1982,"Girls","800m",133.5
"North Carolina",1982,"Girls","High Jump",1.6764
"North Carolina",1983,"Boys","100m",10.53
"North Carolina",1983,"Boys","1600m",253.1
"North Carolina",1983,"Boys","800m",116.49
"North Carolina",1983,"Boys","High Jump",2.0574
"North Carolina",1983,"Boys","Pole Vault",4.1148
"North Carolina",1983,"Girls","100m",11.7
"North Carolina",1983,"Girls","1600m",296.8
"North Carolina",1983,"Girls","800m",138.1
"North Carolina",1983,"Girls","High Jump",1.7272
"North Carolina",1984,"Boys","100m",10.55
"North Carolina",1984,"Boys","1600m",253.78
"North Carolina",1984,"Boys","800m",112.21
"North Carolina",1984,"Boys","High Jump",2.0828
"North Carolina",1984,"Boys","Pole Vault",4.2672
"North Carolina",1984,"Girls","100m",11.88
"North Carolina",1984,"Girls","1600m",305.17
"North Carolina",1984,"Girls","800m",135.73
"North Carolina",1984,"Girls","High Jump",1.6764
"North Carolina",1985,"Boys","100m",10.6
"North Carolina",1985,"Boys","1600m",259.41
"North Carolina",1985,"Boys","800m",115.54
"North Carolina",1985,"Boys","High Jump",2.0828
"North Carolina",1985,"Boys","Pole Vault",4.2672
"North Carolina",1985,"Girls","100m",11.9
"North Carolina",1985,"Girls","1600m",318.21
"North Carolina",1985,"Girls","800m",132.43
"North Carolina",1985,"Girls","High Jump",1.5748
"North Carolina",1986,"Boys","100m",10.53
"North Carolina",1986,"Boys","1600m",259.59
"North Carolina",1986,"Boys","800m",112.21
"North Carolina",1986,"Boys","High Jump",2.032
"North Carolina",1986,"Boys","Pole Vault",3.9624
"North Carolina",1986,"Girls","100m",11.9
"North Carolina",1986,"Girls","1600m",302.29
"North Carolina",1986,"Girls","800m",138.37
"North Carolina",1986,"Girls","High Jump",1.6764
"North Carolina",1987,"Boys","100m",10.4
"North Carolina",1987,"Boys","1600m",255.06
"North Carolina",1987,"Boys","800m",115.39
"North Carolina",1987,"Boys","High Jump",2.032
"North Carolina",1987,"Boys","Pole Vault",4.1148
"North Carolina",1987,"Girls","100m",12.26
"North Carolina",1987,"Girls","1600m",307.03
"North Carolina",1987,"Girls","800m",138.12
"North Carolina",1987,"Girls","High Jump",1.5748
"North Carolina",1988,"Boys","100m",10.51
"North Carolina",1988,"Boys","1600m",259.43
"North Carolina",1988,"Boys","800m",114.3
"North Carolina",1988,"Boys","High Jump",1.9304
"North Carolina",1988,"Boys","Pole Vault",4.1148
"North Carolina",1988,"Girls","100m",12.26
"North Carolina",1988,"Girls","1600m",310.38
"North Carolina",1988,"Girls","800m",138.34
"North Carolina",1988,"Girls","High Jump",1.5748
"North Carolina",1989,"Boys","100m",10.53
"North Carolina",1989,"Boys","1600m",264.46
"North Carolina",1989,"Boys","800m",112.96
"North Carolina",1989,"Boys","High Jump",1.9812
"North Carolina",1989,"Boys","Pole Vault",4.1148
"North Carolina",1989,"Girls","100m",11.74
"North Carolina",1989,"Girls","1600m",313.14
"North Carolina",1989,"Girls","800m",137.66
"North Carolina",1989,"Girls","High Jump",1.6256
"North Carolina",1990,"Boys","100m",10.59
"North Carolina",1990,"Boys","1600m",264.88
"North Carolina",1990,"Boys","800m",111.99
"North Carolina",1990,"Boys","High Jump",2.032
"North Carolina",1990,"Boys","Pole Vault",4.1148
"North Carolina",1990,"Girls","100m",11.95
"North Carolina",1990,"Girls","1600m",307.79
"North Carolina",1990,"Girls","800m",135.3
"North Carolina",1990,"Girls","High Jump",1.6764
"North Carolina",1991,"Boys","100m",10.57
"North Carolina",1991,"Boys","1600m",256.56
"North Carolina",1991,"Boys","800m",114.77
"North Carolina",1991,"Boys","High Jump",2.032
"North Carolina",1991,"Boys","Pole Vault",3.6576
"North Carolina",1991,"Girls","100m",11.88
"North Carolina",1991,"Girls","1600m",304.42
"North Carolina",1991,"Girls","800m",136.88
"North Carolina",1991,"Girls","High Jump",1.6764
"North Carolina",1992,"Boys","100m",10.64
"North Carolina",1992,"Boys","1600m",260.66
"North Carolina",1992,"Boys","800m",114.93
"North Carolina",1992,"Boys","High Jump",1.9812
"North Carolina",1992,"Boys","Pole Vault",4.1148
"North Carolina",1992,"Girls","100m",12.18
"North Carolina",1992,"Girls","1600m",291.59
"North Carolina",1992,"Girls","800m",136.81
"North Carolina",1992,"Girls","High Jump",1.6256
"North Carolina",1993,"Boys","100m",10.54
"North Carolina",1993,"Boys","1600m",259.01
"North Carolina",1993,"Boys","800m",116.79
"North Carolina",1993,"Boys","High Jump",2.0574
"North Carolina",1993,"Boys","Pole Vault",3.81
"North Carolina",1993,"Girls","100m",11.83
"North Carolina",1993,"Girls","1600m",305.69
"North Carolina",1993,"Girls","800m",136.34
"North Carolina",1993,"Girls","High Jump",1.6256
"North Carolina",1994,"Boys","100m",10.72
"North Carolina",1994,"Boys","1600m",255.4
"North Carolina",1994,"Boys","800m",113.56
"North Carolina",1994,"Boys","High Jump",1.9304
"North Carolina",1994,"Boys","Pole Vault",3.9624
"North Carolina",1994,"Girls","100m",12.09
"North Carolina",1994,"Girls","1600m",299.92
"North Carolina",1994,"Girls","800m",137.72
"North Carolina",1994,"Girls","High Jump",1.524
"North Carolina",1995,"Boys","100m",10.67
"North Carolina",1995,"Boys","1600m",257.37
"North Carolina",1995,"Boys","800m",117.53
"North Carolina",1995,"Boys","High Jump",1.9304
"North Carolina",1995,"Boys","Pole Vault",3.6576
"North Carolina",1995,"Girls","100m",11.93
"North Carolina",1995,"Girls","1600m",308.01
"North Carolina",1995,"Girls","800m",134.9
"North Carolina",1995,"Girls","High Jump",1.5748
"North Carolina",1996,"Boys","100m",10.82
"North Carolina",1996,"Boys","1600m",258.56
"North Carolina",1996,"Boys","800m",116.02
"North Carolina",1996,"Boys","High Jump",1.8796
"North Carolina",1996,"Boys","Pole Vault",3.81
"North Carolina",1996,"Girls","100m",11.8
"North Carolina",1996,"Girls","1600m",305.79
"North Carolina",1996,"Girls","800m",135.86
"North Carolina",1996,"Girls","High Jump",1.524
"North Carolina",1997,"Boys","100m",10.52
"North Carolina",1997,"Boys","1600m",258.42
"North Carolina",1997,"Boys","800m",114.48
"North Carolina",1997,"Boys","High Jump",1.9304
"North Carolina",1997,"Boys","Pole Vault",3.81
"North Carolina",1997,"Girls","100m",11.86
"North Carolina",1997,"Girls","1600m",303.05
"North Carolina",1997,"Girls","800m",139.01
"North Carolina",1997,"Girls","High Jump",1.524
"North Carolina",1998,"Boys","100m",10.7
"North Carolina",1998,"Boys","1600m",257.42
"North Carolina",1998,"Boys","800m",113.4
"North Carolina",1998,"Boys","High Jump",1.9304
"North Carolina",1998,"Boys","Pole Vault",3.5052
"North Carolina",1998,"Girls","100m",12.1
"North Carolina",1998,"Girls","1600m",303.8
"North Carolina",1998,"Girls","800m",136.78
"North Carolina",1998,"Girls","High Jump",1.6256
"North Carolina",1999,"Boys","100m",10.65
"North Carolina",1999,"Boys","1600m",263.4
"North Carolina",1999,"Boys","800m",114.45
"North Carolina",1999,"Boys","High Jump",1.9812
"North Carolina",1999,"Boys","Pole Vault",3.81
"North Carolina",1999,"Girls","100m",12.03
"North Carolina",1999,"Girls","1600m",308.4
"North Carolina",1999,"Girls","800m",138.32
"North Carolina",1999,"Girls","High Jump",1.5748
"North Carolina",1999,"Girls","Pole Vault",2.286
"North Carolina",2000,"Boys","100m",10.64
"North Carolina",2000,"Boys","1600m",247.99
"North Carolina",2000,"Boys","800m",116.48
"North Carolina",2000,"Boys","High Jump",1.9304
"North Carolina",2000,"Boys","Pole Vault",3.81
"North Carolina",2000,"Girls","100m",11.96
"North Carolina",2000,"Girls","1600m",305.59
"North Carolina",2000,"Girls","800m",139.1
"North Carolina",2000,"Girls","High Jump",1.5748
"North Carolina",2000,"Girls","Pole Vault",2.7432
"North Carolina",2001,"Boys","100m",10.69
"North Carolina",2001,"Boys","1600m",256.29
"North Carolina",2001,"Boys","800m",115.23
"North Carolina",2001,"Boys","High Jump",1.9812
"North Carolina",2001,"Boys","Pole Vault",4.2672
"North Carolina",2001,"Girls","100m",12.07
"North Carolina",2001,"Girls","1600m",308.69
"North Carolina",2001,"Girls","800m",138.79
"North Carolina",2001,"Girls","High Jump",1.6256
"North Carolina",2001,"Girls","Pole Vault",2.7432
"North Carolina",2002,"Boys","100m",10.8
"North Carolina",2002,"Boys","1600m",253.75
"North Carolina",2002,"Boys","800m",114.68
"North Carolina",2002,"Boys","High Jump",2.032
"North Carolina",2002,"Boys","Pole Vault",4.4196
"North Carolina",2002,"Girls","100m",12.18
"North Carolina",2002,"Girls","1600m",306.02
"North Carolina",2002,"Girls","800m",135.28
"North Carolina",2002,"Girls","High Jump",1.524
"North Carolina",2002,"Girls","Pole Vault",2.8956
"North Carolina",2003,"Boys","100m",10.78
"North Carolina",2003,"Boys","1600m",249.64
"North Carolina",2003,"Boys","800m",113.71
"North Carolina",2003,"Boys","High Jump",1.9812
"North Carolina",2003,"Boys","Pole Vault",4.2672
"North Carolina",2003,"Girls","100m",12.21
"North Carolina",2003,"Girls","1600m",306.39
"North Carolina",2003,"Girls","800m",140.2
"North Carolina",2003,"Girls","High Jump",1.6256
"North Carolina",2003,"Girls","Pole Vault",2.7432
"North Carolina",2004,"Boys","100m",10.63
"North Carolina",2004,"Boys","1600m",255.52
"North Carolina",2004,"Boys","800m",112.72
"North Carolina",2004,"Boys","High Jump",1.9812
"North Carolina",2004,"Boys","Pole Vault",4.4196
"North Carolina",2004,"Girls","100m",11.78
"North Carolina",2004,"Girls","1600m",307.83
"North Carolina",2004,"Girls","800m",136.4
"North Carolina",2004,"Girls","High Jump",1.5748
"North Carolina",2004,"Girls","Pole Vault",2.8956
"North Carolina",2005,"Boys","100m",10.4
"North Carolina",2005,"Boys","1600m",248.23
"North Carolina",2005,"Boys","800m",113.74
"North Carolina",2005,"Boys","High Jump",1.8796
"North Carolina",2005,"Boys","Pole Vault",3.9624
"North Carolina",2005,"Girls","100m",11.84
"North Carolina",2005,"Girls","1600m",309.76
"North Carolina",2005,"Girls","800m",136.9
"North Carolina",2005,"Girls","High Jump",1.5748
"North Carolina",2005,"Girls","Pole Vault",3.048
"North Carolina",2006,"Boys","100m",10.48
"North Carolina",2006,"Boys","1600m",244.38
"North Carolina",2006,"Boys","800m",111.95
"North Carolina",2006,"Boys","High Jump",1.9304
"North Carolina",2006,"Boys","Pole Vault",4.2926
"North Carolina",2006,"Girls","100m",11.14
"North Carolina",2006,"Girls","1600m",306.15
"North Carolina",2006,"Girls","800m",135.42
"North Carolina",2006,"Girls","High Jump",1.5748
"North Carolina",2006,"Girls","Pole Vault",2.8956
"North Carolina",2007,"Boys","100m",10.51
"North Carolina",2007,"Boys","1600m",254.12
"North Carolina",2007,"Boys","800m",111.48
"North Carolina",2007,"Boys","High Jump",1.8796
"North Carolina",2007,"Boys","Pole Vault",3.6576
"North Carolina",2007,"Girls","100m",11.43
"North Carolina",2007,"Girls","1600m",299.83
"North Carolina",2007,"Girls","800m",134.6
"North Carolina",2007,"Girls","High Jump",1.5748
"North Carolina",2007,"Girls","Pole Vault",2.8956
"North Carolina",2008,"Boys","100m",10.44
"North Carolina",2008,"Boys","1600m",257.96
"North Carolina",2008,"Boys","800m",112.32
"North Carolina",2008,"Boys","High Jump",1.9812
"North Carolina",2008,"Boys","Pole Vault",3.9624
"North Carolina",2008,"Girls","100m",11.77
"North Carolina",2008,"Girls","1600m",297.05
"North Carolina",2008,"Girls","800m",135.15
"North Carolina",2008,"Girls","High Jump",1.5748
"North Carolina",2008,"Girls","Pole Vault",2.7432
"North Carolina",2009,"Boys","100m",10.65
"North Carolina",2009,"Boys","1600m",256.32
"North Carolina",2009,"Boys","800m",114.04
"North Carolina",2009,"Boys","High Jump",1.9304
"North Carolina",2009,"Boys","Pole Vault",3.9624
"North Carolina",2009,"Girls","100m",11.92
"North Carolina",2009,"Girls","1600m",296.87
"North Carolina",2009,"Girls","800m",133.87
"North Carolina",2009,"Girls","High Jump",1.6002
"North Carolina",2009,"Girls","Pole Vault",2.7432
"North Carolina",2010,"Boys","100m",10.54
"North Carolina",2010,"Boys","1600m",253.11
"North Carolina",2010,"Boys","800m",112.07
"North Carolina",2010,"Boys","High Jump",1.9304
"North Carolina",2010,"Girls","100m",11.92
"North Carolina",2010,"Girls","1600m",295.67
"North Carolina",2010,"Girls","800m",132.79
"North Carolina",2010,"Girls","High Jump",1.6002
"North Carolina",2010,"Girls","Pole Vault",2.8194
"North Carolina",2011,"Boys","100m",10.47
"North Carolina",2011,"Boys","1600m",258.8
"North Carolina",2011,"Boys","800m",114.05
"North Carolina",2011,"Boys","High Jump",1.9304
"North Carolina",2011,"Boys","Pole Vault",4.1148
"North Carolina",2011,"Girls","100m",11.91
"North Carolina",2011,"Girls","1600m",298.75
"North Carolina",2011,"Girls","800m",133.05
"North Carolina",2011,"Girls","High Jump",1.6256
"North Carolina",2011,"Girls","Pole Vault",3.048
"North Carolina",2012,"Boys","100m",10.47
"North Carolina",2012,"Boys","1600m",258.24
"North Carolina",2012,"Boys","800m",114.43
"North Carolina",2012,"Boys","High Jump",1.9812
"North Carolina",2012,"Boys","Pole Vault",3.9624
"North Carolina",2012,"Girls","100m",11.6
"North Carolina",2012,"Girls","1600m",291.54
"North Carolina",2012,"Girls","800m",131.99
"North Carolina",2012,"Girls","High Jump",1.6256
"North Carolina",2012,"Girls","Pole Vault",3.2004
"North Carolina",2013,"Boys","100m",10.48
"North Carolina",2013,"Boys","1600m",253.03
"North Carolina",2013,"Boys","800m",112.84
"North Carolina",2013,"Boys","High Jump",1.9812
"North Carolina",2013,"Boys","Pole Vault",4.2672
"North Carolina",2013,"Girls","100m",11.7
"North Carolina",2013,"Girls","1600m",299.35
"North Carolina",2013,"Girls","800m",133.23
"North Carolina",2013,"Girls","High Jump",1.6256
"North Carolina",2013,"Girls","Pole Vault",3.2004
"North Carolina",2014,"Boys","100m",10.59
"North Carolina",2014,"Boys","1600m",255.63
"North Carolina",2014,"Boys","800m",112.3
"North Carolina",2014,"Boys","High Jump",1.9304
"North Carolina",2014,"Boys","Pole Vault",3.81
"North Carolina",2014,"Girls","100m",11.88
"North Carolina",2014,"Girls","1600m",297.2
"North Carolina",2014,"Girls","800m",132.84
"North Carolina",2014,"Girls","High Jump",1.6256
"North Carolina",2014,"Girls","Pole Vault",3.1242
"North Carolina",2015,"Boys","100m",10.35
"North Carolina",2015,"Boys","1600m",252.07
"North Carolina",2015,"Boys","800m",111.7
"North Carolina",2015,"Boys","High Jump",1.8796
"North Carolina",2015,"Boys","Pole Vault",4.1148
"North Carolina",2015,"Girls","100m",11.53
"North Carolina",2015,"Girls","1600m",295.78
"North Carolina",2015,"Girls","800m",131.07
"North Carolina",2015,"Girls","High Jump",1.6764
"North Carolina",2015,"Girls","Pole Vault",2.8956
"North Carolina",2016,"Boys","100m",10.38
"North Carolina",2016,"Boys","1600m",254.48
"North Carolina",2016,"Boys","800m",111.46
"North Carolina",2016,"Boys","High Jump",1.9304
"North Carolina",2016,"Boys","Pole Vault",3.9624
"North Carolina",2016,"Girls","100m",11.52
"North Carolina",2016,"Girls","1600m",291.57
"North Carolina",2016,"Girls","800m",128.51
"North Carolina",2016,"Girls","High Jump",1.5748
"North Carolina",2016,"Girls","Pole Vault",2.5908
"North Carolina",2017,"Boys","100m",10.66
"North Carolina",2017,"Boys","1600m",257.58
"North Carolina",2017,"Boys","800m",113.88
"North Carolina",2017,"Boys","High Jump",1.9812
"North Carolina",2017,"Boys","Pole Vault",4.2672
"North Carolina",2017,"Girls","100m",11.72
"North Carolina",2017,"Girls","1600m",300.46
"North Carolina",2017,"Girls","800m",131.93
"North Carolina",2017,"Girls","High Jump",1.6256
"North Carolina",2017,"Girls","Pole Vault",2.7432
"North Carolina",2018,"Boys","100m",10.64
"North Carolina",2018,"Boys","1600m",254.14
"North Carolina",2018,"Boys","800m",113.38
"North Carolina",2018,"Boys","High Jump",1.9304
"North Carolina",2018,"Boys","Pole Vault",4.2672
"North Carolina",2018,"Girls","100m",11.78
"North Carolina",2018,"Girls","1600m",297.84
"North Carolina",2018,"Girls","800m",132.74
"North Carolina",2018,"Girls","High Jump",1.5748
"North Carolina",2018,"Girls","Pole Vault",3.3528
"North Carolina",2019,"Boys","100m",10.58
"North Carolina",2019,"Boys","1600m",255.55
"North Carolina",2019,"Boys","800m",111.72
"North Carolina",2019,"Boys","High Jump",1.9304
"North Carolina",2019,"Boys","Pole Vault",4.2672
"North Carolina",2019,"Girls","100m",11.83
"North Carolina",2019,"Girls","1600m",302.12
"North Carolina",2019,"Girls","800m",133.26
"North Carolina",2019,"Girls","High Jump",1.5748
"North Carolina",2019,"Girls","Pole Vault",3.048
"Ohio",2001,"Boys","100m",10.79
"Ohio",2001,"Boys","800m",108.93
"Ohio",2001,"Boys","High Jump",1.9558
"Ohio",2001,"Boys","Pole Vault",4.4958
"Ohio",2001,"Girls","100m",11.68
"Ohio",2001,"Girls","800m",130.05
"Ohio",2001,"Girls","High Jump",1.6256
"Ohio",2002,"Boys","100m",10.83
"Ohio",2002,"Boys","1600m",254.37
"Ohio",2002,"Boys","800m",113.04
"Ohio",2002,"Boys","High Jump",1.9812
"Ohio",2002,"Boys","Pole Vault",4.4196
"Ohio",2002,"Girls","100m",12.02
"Ohio",2002,"Girls","1600m",291.39
"Ohio",2002,"Girls","800m",131.24
"Ohio",2002,"Girls","High Jump",1.651
"Ohio",2002,"Girls","Pole Vault",2.9718
"Ohio",2003,"Boys","100m",10.66
"Ohio",2003,"Boys","1600m",246.81
"Ohio",2003,"Boys","800m",110.64
"Ohio",2003,"Boys","High Jump",1.9812
