"State","Year","Event","Gender","Mark","Mark.Note"
"Kansas","1969","High Jump","Boys","6-04.00",NA
"Kansas","1970","High Jump","Boys","6-04.50",NA
"Kansas","1971","High Jump","Boys","6-04.00",NA
"Kansas","1972","High Jump","Boys","6-06.25",NA
"Kansas","1973","High Jump","Boys","6-04",NA
"Kansas","1974","High Jump","Boys","6-04",NA
"Kansas","1975","High Jump","Boys","6-04",NA
"Kansas","1976","High Jump","Boys","6-05",NA
"Kansas","1977","High Jump","Boys","6-09.50",NA
"Kansas","1978","High Jump","Boys","6-08",NA
"Kansas","1979","High Jump","Boys","6-06",NA
"Kansas","1980","High Jump","Boys","6-09.75",NA
"Kansas","1981","High Jump","Boys","6-10",NA
"Kansas","1982","High Jump","Boys","6-08",NA
"Kansas","1983","High Jump","Boys","6-06",NA
"Kansas","1984","High Jump","Boys","6-06",NA
"Kansas","1985","High Jump","Boys","6-05",NA
"Kansas","1986","High Jump","Boys","6-06",NA
"Kansas","1987","High Jump","Boys","6-06",NA
"Kansas","1988","High Jump","Boys","6-10.75",NA
"Kansas","1989","High Jump","Boys","6-08",NA
"Kansas","1990","High Jump","Boys","6-10",NA
"Kansas","1991","High Jump","Boys","6-10",NA
"Kansas","1992","High Jump","Boys","6-08",NA
"Kansas","1993","High Jump","Boys","6-06",NA
"Kansas","1994","High Jump","Boys","6-06",NA
"Kansas","1995","High Jump","Boys","6-08",NA
"Kansas","1996","High Jump","Boys","6-06",NA
"Kansas","1997","High Jump","Boys","6-02",NA
"Kansas","1998","High Jump","Boys","6-06",NA
"Kansas","1999","High Jump","Boys","6-06",NA
"Kansas","2000","High Jump","Boys","6-06",NA
"Kansas","2001","High Jump","Boys","6-04",NA
"Kansas","2002","High Jump","Boys","6-08",NA
"Kansas","2003","High Jump","Boys","6-04",NA
"Kansas","2004","High Jump","Boys","6-04",NA
"Kansas","2005","High Jump","Boys","6-02",NA
"Kansas","2006","High Jump","Boys","6-04",NA
"Kansas","2007","High Jump","Boys","6-04",NA
"Kansas","2008","High Jump","Boys","6-02",NA
"Kansas","2009","High Jump","Boys","6-04",NA
"Kansas","2010","High Jump","Boys","6-04",NA
"Kansas","2011","High Jump","Boys","6-08",NA
"Kansas","2012","High Jump","Boys","6-10.75",NA
"Kansas","2013","High Jump","Boys","6-04",NA
"Kansas","2014","High Jump","Boys","6-08",NA
"Kansas","2015","High Jump","Boys","6-06",NA
"Kansas","2016","High Jump","Boys","6-02",NA
"Kansas","2017","High Jump","Boys","6-07",NA
"Kansas","2018","High Jump","Boys","6-04",NA
"Kansas","2019","High Jump","Boys","6-04",NA
"Kansas","2021","High Jump","Boys","6-04",NA
"Kansas","1966","Pole Vault","Boys","14-00",NA
"Kansas","1967","Pole Vault","Boys","13-00",NA
"Kansas","1990","100m","Boys","10.95",NA
"Kansas","1991","100m","Boys","11.07",NA
"Kansas","1992","100m","Boys","11.18",NA
"Kansas","1993","100m","Boys","11.06",NA
"Kansas","1994","100m","Boys","11.34",NA
"Kansas","1995","100m","Boys","11.42",NA
"Kansas","1996","100m","Boys","11.52",NA
"Kansas","1997","100m","Boys","11.16",NA
"Kansas","1998","100m","Boys","11.48",NA
"Kansas","1999","100m","Boys","11.20",NA
"Kansas","2000","100m","Boys","11.16",NA
"Kansas","2001","100m","Boys","11.21",NA
"Kansas","2002","100m","Boys","11.15",NA
"Kansas","2003","100m","Boys","11.03",NA
"Kansas","2004","100m","Boys","11.13",NA
"Kansas","2005","100m","Boys","11.14",NA
"Kansas","2006","100m","Boys","11.01",NA
"Kansas","2007","100m","Boys","10.97",NA
"Kansas","2008","100m","Boys","11.30",NA
"Kansas","2009","100m","Boys","11.13",NA
"Kansas","2010","100m","Boys","11.50",NA
"Kansas","2011","100m","Boys","11.24",NA
"Kansas","2012","100m","Boys","11.09",NA
"Kansas","2013","100m","Boys","10.99",NA
"Kansas","2014","100m","Boys","10.89",NA
"Kansas","2015","100m","Boys","11.25",NA
"Kansas","2016","100m","Boys","11.12",NA
"Kansas","2017","100m","Boys","11.28",NA
"Kansas","2018","100m","Boys","10.96",NA
"Kansas","2019","100m","Boys","11.02",NA
"Kansas","2004","1600m","Boys","4:34.34",NA
"Kansas","2005","1600m","Boys","4:31.07",NA
"Kansas","2006","1600m","Boys","4:32.17",NA
"Kansas","2007","1600m","Boys","4:29.92",NA
"Kansas","2008","1600m","Boys","4:23.83",NA
"Kansas","2009","1600m","Boys","4:23.43",NA
"Kansas","2010","1600m","Boys","4:24.70",NA
"Kansas","2011","1600m","Boys","4:27.64",NA
"Kansas","2012","1600m","Boys","4:10.80",NA
"Kansas","2013","1600m","Boys","4:09.99",NA
"Kansas","2014","1600m","Boys","4:22.82",NA
"Kansas","2015","1600m","Boys","4:26.97",NA
"Kansas","2016","1600m","Boys","4:26.87",NA
"Kansas","2017","1600m","Boys","4:23.91",NA
"Kansas","2018","1600m","Boys","4:19.97",NA
"Kansas","2019","1600m","Boys","4:18.77",NA
"Kansas","1966","1600m","Boys","4:38.40 ",NA
"Kansas","1967","1600m","Boys","4:20.80 ",NA
"Kansas","1968","1600m","Boys","4:33.00 ",NA
"Kansas","1969","1600m","Boys","4:29.60 ",NA
"Kansas","1970","1600m","Boys","4:36.10 ",NA
"Kansas","1971","1600m","Boys","4:36.90 ",NA
"Kansas","1972","1600m","Boys","4:35.30 ",NA
"Kansas","1973","1600m","Boys","4:30.60 ",NA
"Kansas","1974",NA,"Boys","9:44.90 ",NA
"Kansas","1975","1600m","Boys","4:31.6 ",NA
"Kansas","1976","1600m","Boys","4:26 ",NA
"Kansas","1977","1600m","Boys","4:22.70 ",NA
"Kansas","1978","Mile","Boys","4:27.50 ",NA
"Kansas","1966","100m","Boys","9.70 ",NA
"Kansas","1967","100m","Boys","9.60 ",NA
"Kansas","1968","100m","Boys","10.00 ",NA
"Kansas","1969","100m","Boys","10.20 ",NA
"Kansas","1970","100m","Boys","9.70 ",NA
"Kansas","1971","100m","Boys","10.30 ",NA
"Kansas","1972","100m","Boys","10.20 ",NA
"Kansas","1973","100m","Boys","10.30 ",NA
"Kansas","1974","100m","Boys","9.80 ",NA
"Kansas","1975","100m","Boys","9.90 ",NA
"Kansas","1977","100m","Boys","10.00 ",NA
"Kansas","1978","100y","Boys","10.00 ",NA
"Kansas","1979","1600m","Boys","4:27.18 ",NA
"Kansas","1980","1600m","Boys","4:21.80 ",NA
"Kansas","1981","1600m","Boys","4:15.85 ",NA
"Kansas","1982","1600m","Boys","4:16.30 ",NA
"Kansas","1983","1600m","Boys","4:19.00 ",NA
"Kansas","1984","1600m","Boys","4:26.78 ",NA
"Kansas","1985","1600m","Boys","4:23.18 ",NA
"Kansas","1986","1600m","Boys","4:27.38 ",NA
"Kansas","1987","1600m","Boys","4:29.50 ",NA
"Kansas","1988","1600m","Boys","4:25.44 ",NA
"Kansas","1989","1600m","Boys","4:31.95 ",NA
"Kansas","1990","1600m","Boys","4:29.00 ",NA
"Kansas","1991","1600m","Boys","4:20.80 ",NA
"Kansas","1992","1600m","Boys","4:31.99 ",NA
"Kansas","1993","1600m","Boys","4:22.44 ",NA
"Kansas","1994","1600m","Boys","4:14.83 ",NA
"Kansas","1995","1600m","Boys","4:36.13 ",NA
"Kansas","1996","1600m","Boys","4:33.22 ",NA
"Kansas","1997","1600m","Boys","4:32.04 ",NA
"Kansas","1998","1600m","Boys","4:29.37 ",NA
"Kansas","1999","1600m","Boys","4:27.17 ",NA
"Kansas","2000","1600m","Boys","4:24.23 ",NA
"Kansas","2001","1600m","Boys","4:29.29 ",NA
"Kansas","2002","1600m","Boys","4:28.02 ",NA
"Kansas","2003","1600m","Boys","4:26.80 ",NA
"Kansas","1979","100y","Boys","9.87 ",NA
"Kansas","1980","100m","Boys","10.90 ",NA
"Kansas","1981","100m","Boys","11.17 ",NA
"Kansas","1982","100m","Boys","11.33 ",NA
"Kansas","1983","100m","Boys","11.07 ",NA
"Kansas","1984","100m","Boys","10.94 ",NA
"Kansas","1985","100m","Boys","10.70 ",NA
"Kansas","1986","100m","Boys","11.09 ",NA
"Kansas","1987","100m","Boys","11.11 ",NA
"Kansas","1988","100m","Boys","11.03 ",NA
"Kansas","1989","100m","Boys","10.84 ",NA
"Kansas","1979","800m","Boys","2:01.44  ",NA
"Kansas","1980","800m","Boys","1:56.70  ",NA
"Kansas","1981","800m","Boys","1:54.47  ",NA
"Kansas","1982","800m","Boys","1:56.11  ",NA
"Kansas","1983","800m","Boys","1:55.61  ",NA
"Kansas","1984","800m","Boys","1:58.76  ",NA
"Kansas","1985","800m","Boys","1:58.66  ",NA
"Kansas","1986","800m","Boys","2:01.63  ",NA
"Kansas","1987","800m","Boys","2:01.10  ",NA
"Kansas","1988","800m","Boys","1:59.21  ",NA
"Kansas","1989","800m","Boys","1:57.10  ",NA
"Kansas","1990","800m","Boys","2:00.58  ",NA
"Kansas","1991","800m","Boys","1:57.78  ",NA
"Kansas","1992","800m","Boys","1:58.79  ",NA
"Kansas","1993","800m","Boys","1:56.63  ",NA
"Kansas","1994","800m","Boys","1:59.30  ",NA
"Kansas","1995","800m","Boys","2:02.53  ",NA
"Kansas","1996","800m","Boys","2:00.56  ",NA
"Kansas","1997","800m","Boys","2:01.65  ",NA
"Kansas","1998","800m","Boys","1:59.11  ",NA
"Kansas","1999","800m","Boys","1:58.11  ",NA
"Kansas","2000","800m","Boys","2:00.99  ",NA
"Kansas","2001","800m","Boys","1:59.51  ",NA
"Kansas","2002","800m","Boys","1:57.76  ",NA
"Kansas","2003","800m","Boys","1:58.30  ",NA
"Kansas","2004","800m","Boys","2:01.15  ",NA
"Kansas","2005","800m","Boys","2:00.71  ",NA
"Kansas","2006","800m","Boys","1:58.42  ",NA
"Kansas","2007","800m","Boys","1:57.83  ",NA
"Kansas","2008","800m","Boys","1:58.07  ",NA
"Kansas","2009","800m","Boys","1:56.12  ",NA
"Kansas","2010","800m","Boys","1:57.46  ",NA
"Kansas","2011","800m","Boys","1:58.93  ",NA
"Kansas","2012","800m","Boys","1:57.38  ",NA
"Kansas","2013","800m","Boys","1:58.20  ",NA
"Kansas","2014","800m","Boys","1:58.12  ",NA
"Kansas","2015","800m","Boys","1:55.87  ",NA
"Kansas","2016","800m","Boys","1:59.73  ",NA
"Kansas","2017","800m","Boys","1:57.29  ",NA
"Kansas","2018","800m","Boys","1:58.79  ",NA
"Kansas","2019","800m","Boys","1:56.76  ",NA
"Kansas","1966","800m","Boys","2:03.90 ",NA
"Kansas","1967","800m","Boys","1:58.30 ",NA
"Kansas","1968","800m","Boys","2:01.30 ",NA
"Kansas","1969","800m","Boys","1:57.60 ",NA
"Kansas","1970","800m","Boys","2:04.60 ",NA
"Kansas","1971","800m","Boys","2:01.80 ",NA
"Kansas","1972","800m","Boys","2:04.30 ",NA
"Kansas","1973","800m","Boys","2:01.30 ",NA
"Kansas","1974","800m","Boys","1:58.30 ",NA
"Kansas","1975","800m","Boys","1:58.80 ",NA
"Kansas","1976","800m","Boys","1:59.0 ",NA
"Kansas","1977","800m","Boys","1:59.90 ",NA
"Kansas","1978","880y","Boys","2:01.50 ",NA
"Kansas","1980","Pole Vault","Boys","11-06 ",NA
"Kansas","1981","Pole Vault","Boys","12-06 ",NA
"Kansas","1982","Pole Vault","Boys","12-06 ",NA
"Kansas","1983","Pole Vault","Boys","12-10 ",NA
"Kansas","1984","Pole Vault","Boys","12-00 ",NA
"Kansas","1985","Pole Vault","Boys","12-06 ",NA
"Kansas","1986","Pole Vault","Boys","13-06 ",NA
"Kansas","1987","Pole Vault","Boys","11-00 ",NA
"Kansas","1988","Pole Vault","Boys","12-00 ",NA
"Kansas","1989","Pole Vault","Boys","12-06 ",NA
"Kansas","1990","Pole Vault","Boys","13-06 ",NA
"Kansas","1991","Pole Vault","Boys","12-00 ",NA
"Kansas","1992","Pole Vault","Boys","14-06 ",NA
"Kansas","1993","Pole Vault","Boys","13-00 ",NA
"Kansas","1994","Pole Vault","Boys","13-06 ",NA
"Kansas","1995","Pole Vault","Boys","12-06 ",NA
"Kansas","1996","Pole Vault","Boys","10-06 ",NA
"Kansas","1997","Pole Vault","Boys","11-06 ",NA
"Kansas","1998","Pole Vault","Boys","12-00 ",NA
"Kansas","1999","Pole Vault","Boys","12-00 ",NA
"Kansas","2000","Pole Vault","Boys","14-07 ",NA
"Kansas","2001","Pole Vault","Boys","12-00 ",NA
"Kansas","2002","Pole Vault","Boys","11-00 ",NA
"Kansas","2003","Pole Vault","Boys","12-00 ",NA
"Kansas","2004","Pole Vault","Boys","12-09 ",NA
"Kansas","2005","Pole Vault","Boys","12-00 ",NA
"Kansas","2006","Pole Vault","Boys","14-00 ",NA
"Kansas","2007","Pole Vault","Boys","14-07 ",NA
"Kansas","2008","Pole Vault","Boys","12-06 ",NA
"Kansas","2009","Pole Vault","Boys","13-00 ",NA
"Kansas","2010","Pole Vault","Boys","12-06 ",NA
"Kansas","2011","Pole Vault","Boys","13-00 ",NA
"Kansas","2012","Pole Vault","Boys","13-00 ",NA
"Kansas","2013","Pole Vault","Boys","14-00 ",NA
"Kansas","2014","Pole Vault","Boys","14-00 ",NA
"Kansas","2015","Pole Vault","Boys","14-07.25 ",NA
"Kansas","2016","Pole Vault","Boys","13-06 ",NA
"Kansas","2017","Pole Vault","Boys","12-00 ",NA
"Kansas","2018","Pole Vault","Boys","13-06 ",NA
"Kansas","2019","Pole Vault","Boys","13-06 ",NA
"Kansas","1966","High Jump","Boys","6-02",NA
"Kansas","1967","High Jump","Boys","6-00",NA
"Kansas","1968","High Jump","Boys","6-00",NA
"Kansas","1969","High Jump","Boys","6-00",NA
"Kansas","1970","High Jump","Boys","6-01.25 ",NA
"Kansas","1971","High Jump","Boys","6-00",NA
"Kansas","1972","High Jump","Boys","6-02",NA
"Kansas","1973","High Jump","Boys","6-01",NA
"Kansas","1974","High Jump","Boys","6-02",NA
"Kansas","1975","High Jump","Boys","6-08",NA
"Kansas","1976","High Jump","Boys","6-02",NA
"Kansas","1977","High Jump","Boys","6-03",NA
"Kansas","1978","High Jump","Boys","6-06",NA
"Kansas","1979","High Jump","Boys","6-05",NA
"Kansas","1980","High Jump","Boys","6-08",NA
"Kansas","1981","High Jump","Boys","6-04",NA
"Kansas","1982","High Jump","Boys","6-06",NA
"Kansas","1983","High Jump","Boys","6-06",NA
"Kansas","1984","High Jump","Boys","6-10.25 ",NA
"Kansas","1985","High Jump","Boys","6-06",NA
"Kansas","1986","High Jump","Boys","6-06",NA
"Kansas","1987","High Jump","Boys","6-04",NA
"Kansas","1988","High Jump","Boys","6-07",NA
"Kansas","1989","High Jump","Boys","6-08",NA
"Kansas","1990","High Jump","Boys","6-06",NA
"Kansas","1991","High Jump","Boys","6-09",NA
"Kansas","1992","High Jump","Boys","6-08",NA
"Kansas","1993","High Jump","Boys","6-08",NA
"Kansas","1994","High Jump","Boys","6-02",NA
"Kansas","1995","High Jump","Boys","6-04",NA
"Kansas","1996","High Jump","Boys","6-04",NA
"Kansas","1997","High Jump","Boys","6-06",NA
"Kansas","1998","High Jump","Boys","6-08",NA
"Kansas","1999","High Jump","Boys","6-06",NA
"Kansas","2000","High Jump","Boys","6-08",NA
"Kansas","2001","High Jump","Boys","6-02",NA
"Kansas","2002","High Jump","Boys","6-06",NA
"Kansas","2003","High Jump","Boys","6-06",NA
"Kansas","2004","High Jump","Boys","6-02",NA
"Kansas","2005","High Jump","Boys","6-04",NA
"Kansas","2006","High Jump","Boys","6-03",NA
"Kansas","2007","High Jump","Boys","6-04",NA
"Kansas","2008","High Jump","Boys","6-00",NA
"Kansas","2009","High Jump","Boys","6-04",NA
"Kansas","2010","High Jump","Boys","6-04",NA
"Kansas","2011","High Jump","Boys","6-02",NA
"Kansas","2012","High Jump","Boys","6-02",NA
"Kansas","2013","High Jump","Boys","6-06",NA
"Kansas","2014","High Jump","Boys","6-04",NA
"Kansas","2015","High Jump","Boys","6-04",NA
"Kansas","2016","High Jump","Boys","6-02",NA
"Kansas","2017","High Jump","Boys","6-04",NA
"Kansas","2018","High Jump","Boys","6-00",NA
"Kansas","2019","High Jump","Boys","6-06",NA
"Kansas","1966","Pole Vault","Boys","12-06 ",NA
"Kansas","1967","Pole Vault","Boys","12-03 ",NA
"Kansas","1968","Pole Vault","Boys","13-01.25 ",NA
"Kansas","1969","Pole Vault","Boys","13-06 ",NA
"Kansas","1970","Pole Vault","Boys","11-00 ",NA
"Kansas","1971","Pole Vault","Boys","11-06 ",NA
"Kansas","1972","Pole Vault","Boys","11-00 ",NA
"Kansas","1973","Pole Vault","Boys","12-00 ",NA
"Kansas","1974","Pole Vault","Boys","11-06 ",NA
"Kansas","1975","Pole Vault","Boys","12-06 ",NA
"Kansas","1976","Pole Vault","Boys","11-02 ",NA
"Kansas","1977","Pole Vault","Boys","12-06 ",NA
"Kansas","1978","Pole Vault","Boys","12-06 ",NA
"Kansas","1979","Pole Vault","Boys","11-06 ",NA
